TIPO,CANAL,CATEGORIA,SUBCATEGORIA,Incluir,otc4_code,Category,SubCategory,Segment,PRESENTACION,PRODUCTO,BRAND,LABORATORIO,ETICO/POPULAR,FCC,MTH - 202103,MTH - 202104,MTH - 202105,MTH - 202106,MTH - 202107,MTH - 202108,MTH - 202109,MTH - 202110,MTH - 202111,MTH - 202112,MTH - 202201,MTH - 202202,MTH - 202203,MTH - 202204,MTH - 202205,MTH - 202206,MTH - 202207,MTH - 202208,MTH - 202209,MTH - 202210,MTH - 202211,MTH - 202212,MTH - 202301,MTH - 202302, MTH Actual , MTH Anterior , MAT Actual , MAT Anterior , YTD Actual , YTD Anterior , QTR Actual , QTR Anterior 
SIN TIPO,INDIRECTO,MEN,CREMAS DE AFEITAR,No Incluir,81A1C,NULL,NULL,NULL,VICHY HOMME ESP.ANTI-IRR 200ML x 1                           ,VICHY HOMME (VCY)        ,VICHY HOMME (VCY)        ,VICHY             ,POPULAR                  ,45923,37155,39811,0,147270,0,79668,108280,13503,27078,55206,96666,140451,425393,103106,28746,43527,0,57257,130981,14021,14201,102250,60209,240521," 240,521.00 "," 140,451.00 "," 1,220,212.00 "," 745,088.00 "," 300,730.00 "," 237,117.00 "," 402,980.00 "," 292,323.00 "
SIN TIPO,DIRECTO,MEN,CREMAS DE AFEITAR,No Incluir,81A1C,NULL,NULL,NULL,VICHY HOMME ESP.ANTI-IRR 200ML x 1                           ,VICHY HOMME (VCY)        ,VICHY HOMME (VCY)        ,VICHY             ,POPULAR                  ,45923,5981959,5188853,5658913,9077334,7266471,7382654,7214324,7413188,6079141,12090249,5482442,5941092,7506155,6274752,6309837,7428884,6114857,6341235,6339569,6211443,6617836,13453303,6171446,5727389," 5,727,389.00 "," 5,941,092.00 "," 84,496,706.00 "," 84,776,620.00 "," 11,898,835.00 "," 11,423,534.00 "," 25,352,138.00 "," 23,513,783.00 "
OJOS,DIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82D2A,PH Face,PH Face Care excl. Acne,PH Anti-Age,EUCERIN HYALUR.FIL CR.F.C/OJOS 15ML x 1                      ,EUCERIN HYALUR.FIL (BEI) ,EUCERIN HYALUR.FIL (BEI) ,BEIERSDORF        ,POPULAR                  ,45928,26160479,30852900,34084683,27714746,17539286,18019406,27720063,34485568,30554810,32837774,33041048,24463077,33985423,31091137,31974293,26361559,34018440,29450081,32313211,32523615,35649440,29665725,33277572,21136501," 21,136,501.00 "," 24,463,077.00 "," 371,446,997.00 "," 337,473,840.00 "," 54,414,073.00 "," 57,504,125.00 "," 84,079,798.00 "," 90,341,899.00 "
OJOS,INDIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82D2A,PH Face,PH Face Care excl. Acne,PH Anti-Age,EUCERIN HYALUR.FIL CR.F.C/OJOS 15ML x 1                      ,EUCERIN HYALUR.FIL (BEI) ,EUCERIN HYALUR.FIL (BEI) ,BEIERSDORF        ,POPULAR                  ,45928,912300,1798376,2088331,191960,0,0,1229878,507477,321385,980962,1019192,871074,878717,1574798,2224704,638345,1530479,934138,1162340,1438669,501778,772416,731374,984849," 984,849.00 "," 871,074.00 "," 13,372,607.00 "," 9,920,935.00 "," 1,716,223.00 "," 1,890,266.00 "," 2,488,639.00 "," 2,871,228.00 "
CREMA,DIRECTO,ROSTRO,PIEL GRASA,Incluir,83A1A,PH Face,PH Acne,PH Acne Care,NORMADERM CR.ANTIIMP.H 50ML x 1                              ,NORMADERM (VCY)          ,NORMADERM (VCY)          ,VICHY             ,POPULAR                  ,45999,19835028,16897348,23859945,20778993,21895943,20819477,17752581,17987766,15609623,14252558,11208111,9964718,11833635,10032278,13531430,8011603,6176238,3974286,2750301,1703146,1032944,724166,553729,477253," 477,253.00 "," 9,964,718.00 "," 60,801,009.00 "," 210,862,091.00 "," 1,030,982.00 "," 21,172,829.00 "," 1,755,148.00 "," 35,425,387.00 "
CREMA,INDIRECTO,ROSTRO,PIEL GRASA,Incluir,83A1A,PH Face,PH Acne,PH Acne Care,NORMADERM CR.ANTIIMP.H 50ML x 1                              ,NORMADERM (VCY)          ,NORMADERM (VCY)          ,VICHY             ,POPULAR                  ,45999,552952,310541,577106,390297,72321,378861,293428,92150,111895,92790,128828,183174,18813,78837,18793,74181,19300,0,0,0,0,0,0,0, -   ," 183,174.00 "," 209,924.00 "," 3,184,343.00 ", -   ," 312,002.00 ", -   ," 404,792.00 "
GEL-CREMA,DIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82A4C,PH Face,PH Face Care excl. Acne,PH Moisture,AQUALIA CR.THERM.MAT 50ML x 1                                ,AQUALIA (VCY)            ,AQUALIA (VCY)            ,VICHY             ,POPULAR                  ,46000,16450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   ," 16,450.00 ", -   , -   , -   , -   
LIMPIEZA,DIRECTO,ROSTRO,PIEL GRASA,Incluir,83A3G,PH Face,PH Acne,PH Acne Cleansing,SEBIUM GEL MOUSSAN GEL LIMP. 200ML x 1                       ,SEBIUM GEL MOUSSAN (AE1) ,SEBIUM GEL MOUSSAN (AE1) ,ALPES CHEMIE      ,POPULAR                  ,46015,1780477,3663341,3109398,1866824,1093498,512902,1386853,3264842,2972778,2504513,2133178,2137247,2054859,1714148,1309298,1084801,1090475,1086096,1863202,2346128,1685207,1912927,2729215,2249690," 2,249,690.00 "," 2,137,247.00 "," 21,126,046.00 "," 26,425,851.00 "," 4,978,905.00 "," 4,270,425.00 "," 6,891,832.00 "," 6,774,938.00 "
LIMPIEZA,INDIRECTO,ROSTRO,PIEL GRASA,Incluir,83A3G,PH Face,PH Acne,PH Acne Cleansing,SEBIUM GEL MOUSSAN GEL LIMP. 200ML x 1                       ,SEBIUM GEL MOUSSAN (AE1) ,SEBIUM GEL MOUSSAN (AE1) ,ALPES CHEMIE      ,POPULAR                  ,46015,0,0,0,0,546757,26303,757532,0,152711,134772,485333,300553,227118,160703,209490,273740,115804,157980,24732,9023,37869,130885,0,28719," 28,719.00 "," 300,553.00 "," 1,376,063.00 "," 2,403,961.00 "," 28,719.00 "," 785,886.00 "," 159,604.00 "," 920,658.00 "
LABIOS,DIRECTO,SOLARES,ROSTRO,Incluir,83F2D,PH Sun,PH Sunscreens,NO,ANTHELIOS HELIOBLO XL STICK 50+ 9G x 1                       ,ANTHELIOS HELIOBLO (LRP) ,ANTHELIOS HELIOBLO (LRP) ,LA ROCHE POSAY    ,POPULAR                  ,46018,5001054,1920160,2527837,2731262,6246288,6571850,11677580,16777839,20647512,25072245,13853761,2846535,1184703,668163,590058,624373,482706,9496785,15930779,18007335,13418325,9597151,8851259,2344058," 2,344,058.00 "," 2,846,535.00 "," 81,195,695.00 "," 115,873,923.00 "," 11,195,317.00 "," 16,700,296.00 "," 20,792,468.00 "," 41,772,541.00 "
LABIOS,INDIRECTO,SOLARES,ROSTRO,Incluir,83F2D,PH Sun,PH Sunscreens,NO,ANTHELIOS HELIOBLO XL STICK 50+ 9G x 1                       ,ANTHELIOS HELIOBLO (LRP) ,ANTHELIOS HELIOBLO (LRP) ,LA ROCHE POSAY    ,POPULAR                  ,46018,10375,0,32829,0,33106,105995,66037,196100,435336,615583,52715,0,0,0,0,0,0,140132,234270,181889,485128,327915,330270,197269," 197,269.00 ", -   ," 1,896,873.00 "," 1,548,076.00 "," 527,539.00 "," 52,715.00 "," 855,454.00 "," 668,298.00 "
LOCIÓN,INDIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1C,PH Body,PH Body Care,NO,CETAPHIL HUMECTANT LOC.ULTRA 226G x 1                        ,CETAPHIL HUMECTANT (GLD) ,CETAPHIL HUMECTANT (GLD) ,GALDERMA          ,POPULAR                  ,46023,85601,408881,418920,265315,537167,308513,595968,318697,319945,291760,381697,303450,403061,438735,182307,271644,0,204942,214770,736389,689316,612912,173180,460368," 460,368.00 "," 303,450.00 "," 4,387,624.00 "," 4,235,914.00 "," 633,548.00 "," 685,147.00 "," 1,246,460.00 "," 976,907.00 "
LOCIÓN,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1C,PH Body,PH Body Care,NO,CETAPHIL HUMECTANT LOC.ULTRA 226G x 1                        ,CETAPHIL HUMECTANT (GLD) ,CETAPHIL HUMECTANT (GLD) ,GALDERMA          ,POPULAR                  ,46023,3441203,3524182,3949848,3600716,3925454,3640483,3986838,4322344,3820575,3605320,3329296,2991177,2978206,2863345,2597880,2671174,2100319,2277144,2448380,2470463,2387995,2732566,2177136,1739169," 1,739,169.00 "," 2,991,177.00 "," 29,443,777.00 "," 44,137,436.00 "," 3,916,305.00 "," 6,320,473.00 "," 6,648,871.00 "," 9,925,793.00 "
CREMA,INDIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82A4E,PH Face,PH Face Care excl. Acne,PH Moisture,LETIAT4 CREMA FACIAL 50ML x 1                                ,LETIAT4 (BAG)            ,LETIAT4 (BAG)            ,BAGO              ,POPULAR                  ,46033,4536571,3468977,4304739,3605200,5797784,6040239,4766021,6607756,3376532,4447773,3798901,4536250,4016070,3323689,3544945,3445228,2716965,5143946,3500590,4943522,6558227,7654991,3291916,2399371," 2,399,371.00 "," 4,536,250.00 "," 50,539,460.00 "," 55,286,743.00 "," 5,691,287.00 "," 8,335,151.00 "," 13,346,278.00 "," 12,782,924.00 "
CREMA,DIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82A4E,PH Face,PH Face Care excl. Acne,PH Moisture,LETIAT4 CREMA FACIAL 50ML x 1                                ,LETIAT4 (BAG)            ,LETIAT4 (BAG)            ,BAGO              ,POPULAR                  ,46033,15061866,15432209,19354343,19145703,25266832,26688195,26853614,26308919,20560976,18897299,16731589,12882991,15338331,15686584,16335260,16644644,18029838,20462791,22247313,24406516,18862425,16435739,15546033,14021555," 14,021,555.00 "," 12,882,991.00 "," 214,017,029.00 "," 243,184,536.00 "," 29,567,588.00 "," 29,614,580.00 "," 46,003,327.00 "," 48,511,879.00 "
CREMA,DIRECTO,CUERPO,PIEL ATÓPICA,Incluir,83B1A,PH Body,PH Body Care,NO,LETIAT4 CREMA CORP. 200ML x 1                                ,LETIAT4 (BAG)            ,LETIAT4 (BAG)            ,BAGO              ,POPULAR                  ,46034,28357174,23153616,22219101,13937901,20917362,25027004,29494122,34691258,30917681,30263388,27682923,21622408,26015521,22958705,22821140,20102228,19524209,23057696,23976738,26914810,25236060,25344229,24138633,19231894," 19,231,894.00 "," 21,622,408.00 "," 279,321,863.00 "," 308,283,938.00 "," 43,370,527.00 "," 49,305,331.00 "," 68,714,756.00 "," 79,568,719.00 "
CREMA,INDIRECTO,CUERPO,PIEL ATÓPICA,Incluir,83B1A,PH Body,PH Body Care,NO,LETIAT4 CREMA CORP. 200ML x 1                                ,LETIAT4 (BAG)            ,LETIAT4 (BAG)            ,BAGO              ,POPULAR                  ,46034,10266613,425684,4086259,2873782,7249867,11949179,6092576,5809076,9895887,7223260,6993565,6166808,3690830,3466899,4586873,2880115,5986901,5364033,5230910,5304640,6452947,10473290,5074351,5050577," 5,050,577.00 "," 6,166,808.00 "," 63,562,366.00 "," 79,032,556.00 "," 10,124,928.00 "," 13,160,373.00 "," 20,598,218.00 "," 20,383,633.00 "
LECHE,DIRECTO,CUERPO,PIEL ATÓPICA,Incluir,83B1B,PH Body,PH Body Care,NO,LETIAT4 LECHE CORP. 250ML x 1                                ,LETIAT4 (BAG)            ,LETIAT4 (BAG)            ,BAGO              ,POPULAR                  ,46035,11080577,12231637,14314769,15618557,16028907,12283369,12806114,15256735,13245148,12775679,10931541,8767558,9898084,8579968,8551122,8772041,7817401,8687279,9179293,9603469,8303749,8866016,7530026,6712028," 6,712,028.00 "," 8,767,558.00 "," 102,500,476.00 "," 155,340,591.00 "," 14,242,054.00 "," 19,699,099.00 "," 23,108,070.00 "," 32,474,778.00 "
LECHE,INDIRECTO,CUERPO,PIEL ATÓPICA,Incluir,83B1B,PH Body,PH Body Care,NO,LETIAT4 LECHE CORP. 250ML x 1                                ,LETIAT4 (BAG)            ,LETIAT4 (BAG)            ,BAGO              ,POPULAR                  ,46035,3856560,2926575,3902312,4672982,4424919,4508631,3806714,3295301,3506609,5141183,3218606,1812606,2923971,3301456,3019140,2207636,3603485,2305995,1139905,2542670,3541883,4228398,1299694,1836115," 1,836,115.00 "," 1,812,606.00 "," 31,950,348.00 "," 45,072,998.00 "," 3,135,809.00 "," 5,031,212.00 "," 7,364,207.00 "," 10,172,395.00 "
LIMPIEZA,DIRECTO,CUERPO,PIEL ATÓPICA,Incluir,83B1C,PH Body,PH Body Care,NO,LETIAT4 GEL BANO 200ML x 1                                   ,LETIAT4 (BAG)            ,LETIAT4 (BAG)            ,BAGO              ,POPULAR                  ,46036,6603911,6409815,5980440,5291696,5352504,5563190,5316642,5962881,5367231,5264128,4734901,2918949,3999258,4322907,3866133,3200944,3582965,4730768,4674607,4412819,4324646,4735755,3773758,3169816," 3,169,816.00 "," 2,918,949.00 "," 48,794,376.00 "," 64,766,288.00 "," 6,943,574.00 "," 7,653,850.00 "," 11,679,329.00 "," 12,917,978.00 "
LIMPIEZA,INDIRECTO,CUERPO,PIEL ATÓPICA,Incluir,83B1C,PH Body,PH Body Care,NO,LETIAT4 GEL BANO 200ML x 1                                   ,LETIAT4 (BAG)            ,LETIAT4 (BAG)            ,BAGO              ,POPULAR                  ,46036,747610,411322,443413,423328,34020,201482,423548,131052,100634,371981,245678,100652,176763,288879,134025,21701,88195,371469,229895,176953,168052,91292,223368,62562," 62,562.00 "," 100,652.00 "," 2,033,154.00 "," 3,634,720.00 "," 285,930.00 "," 346,330.00 "," 377,222.00 "," 718,311.00 "
LOCIÓN,DIRECTO,CUERPO,PIEL ATÓPICA,Incluir,82F1B,PH Body,PH Body Care,NO,PROAVEN CREMA EMOLIE 200G x 1                                ,PROAVEN (RYA)            ,PROAVEN (RYA)            ,ROYAL PHARMA      ,POPULAR                  ,46068,1269877,1039546,1458547,1064218,1363912,1540106,1398504,1277239,1174781,1234179,867124,697914,791721,523117,429697,252771,232663,218960,273428,251353,164741,213552,125499,89312," 89,312.00 "," 697,914.00 "," 3,566,814.00 "," 14,385,947.00 "," 214,811.00 "," 1,565,038.00 "," 428,363.00 "," 2,799,217.00 "
LOCIÓN,INDIRECTO,CUERPO,PIEL ATÓPICA,Incluir,82F1B,PH Body,PH Body Care,NO,PROAVEN CREMA EMOLIE 200G x 1                                ,PROAVEN (RYA)            ,PROAVEN (RYA)            ,ROYAL PHARMA      ,POPULAR                  ,46068,89113,11059,78535,85138,301753,171124,361284,169545,118664,23286,0,0,22302,0,0,0,0,0,0,0,0,0,0,0, -   , -   ," 22,302.00 "," 1,409,501.00 ", -   , -   , -   ," 23,286.00 "
LOCIÓN,INDIRECTO,CUERPO,PIEL ATÓPICA,Incluir,82F1C,PH Body,PH Body Care,NO,PROAVEN LOC.EMOLIENT 200ML x 1                               ,PROAVEN (RYA)            ,PROAVEN (RYA)            ,ROYAL PHARMA      ,POPULAR                  ,46069,53757,53175,75309,94826,66141,32253,22139,11158,22836,163198,212428,76457,87760,168428,86867,55858,101467,102930,33021,0,23149,0,11889,0, -   ," 76,457.00 "," 671,369.00 "," 883,677.00 "," 11,889.00 "," 288,885.00 "," 11,889.00 "," 452,083.00 "
LOCIÓN,DIRECTO,CUERPO,PIEL ATÓPICA,Incluir,82F1C,PH Body,PH Body Care,NO,PROAVEN LOC.EMOLIENT 200ML x 1                               ,PROAVEN (RYA)            ,PROAVEN (RYA)            ,ROYAL PHARMA      ,POPULAR                  ,46069,645079,446670,451846,431980,485024,451547,431705,725270,605178,582850,458393,382277,559470,505280,521206,558571,620079,766248,561360,636726,567147,620624,261565,161729," 161,729.00 "," 382,277.00 "," 6,340,005.00 "," 6,097,819.00 "," 423,294.00 "," 840,670.00 "," 1,043,918.00 "," 1,423,520.00 "
COMPACTO,INDIRECTO,SOLARES,ROSTRO,Incluir,83F2H,PH Sun,PH Sunscreens,NO,HELIOCARE CO O/F F50 L 10G x 1                               ,HELIOCARE (BAG)          ,HELIOCARE (BAG)          ,BAGO              ,POPULAR                  ,46077,483671,65941,194379,298481,176088,192269,353899,342200,481945,415024,239251,216230,186762,335475,316702,129036,110010,219680,467866,307264,402903,236119,244248,131256," 131,256.00 "," 216,230.00 "," 3,087,321.00 "," 3,459,378.00 "," 375,504.00 "," 455,481.00 "," 611,623.00 "," 870,505.00 "
COMPACTO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2H,PH Sun,PH Sunscreens,NO,HELIOCARE CO O/F F50 L 10G x 1                               ,HELIOCARE (BAG)          ,HELIOCARE (BAG)          ,BAGO              ,POPULAR                  ,46077,7321047,6352348,8142365,8378797,10455225,12476466,12095105,15056861,13054539,13783229,11462427,8951929,9940030,9393321,9817846,8989509,9570997,11247669,12245884,13806533,13338339,14596529,11835185,10194287," 10,194,287.00 "," 8,951,929.00 "," 134,976,129.00 "," 127,530,338.00 "," 22,029,472.00 "," 20,414,356.00 "," 36,626,001.00 "," 34,197,585.00 "
GEL-CREMA,DIRECTO,ROSTRO,PIEL GRASA,Incluir,83A1D,PH Face,PH Acne,PH Acne Care,ACNIBEN GEL CREMA EQ 40ML x 1                                ,ACNIBEN (ISD)            ,ACNIBEN (ISD)            ,ISDIN             ,POPULAR                  ,46079,12413038,15627295,17776229,19009453,18022777,19633900,18988390,20901868,20836849,21585105,19507750,19574805,24313161,23153743,25528422,21623584,24852486,28185959,27296979,22298000,22817149,21383375,21914008,19436949," 19,436,949.00 "," 19,574,805.00 "," 282,803,815.00 "," 223,877,459.00 "," 41,350,957.00 "," 39,082,555.00 "," 62,734,332.00 "," 60,667,660.00 "
GEL-CREMA,INDIRECTO,ROSTRO,PIEL GRASA,Incluir,83A1D,PH Face,PH Acne,PH Acne Care,ACNIBEN GEL CREMA EQ 40ML x 1                                ,ACNIBEN (ISD)            ,ACNIBEN (ISD)            ,ISDIN             ,POPULAR                  ,46079,426397,648068,654182,410657,947229,1067339,423212,577325,957539,892973,667777,954178,802404,994237,829388,1636883,1260734,1291370,1257452,1409502,980359,789724,829586,1103130," 1,103,130.00 "," 954,178.00 "," 13,184,769.00 "," 8,626,876.00 "," 1,932,716.00 "," 1,621,955.00 "," 2,722,440.00 "," 2,514,928.00 "
TOALLA,INDIRECTO,ROSTRO,PIEL GRASA,Incluir,83A3D,PH Face,PH Acne,PH Acne Cleansing,ACNIBEN TOALL.HIGIEN x 30                                    ,ACNIBEN (ISD)            ,ACNIBEN (ISD)            ,ISDIN             ,POPULAR                  ,46110,61851,74259,48705,146457,93019,0,51698,17020,142844,24784,51387,33184,63984,42735,43790,60802,8713,202573,33453,44192,129322,96580,81025,126366," 126,366.00 "," 33,184.00 "," 933,535.00 "," 745,208.00 "," 207,391.00 "," 84,571.00 "," 303,971.00 "," 109,355.00 "
TOALLA,DIRECTO,ROSTRO,PIEL GRASA,Incluir,83A3D,PH Face,PH Acne,PH Acne Cleansing,ACNIBEN TOALL.HIGIEN x 30                                    ,ACNIBEN (ISD)            ,ACNIBEN (ISD)            ,ISDIN             ,POPULAR                  ,46110,2999921,2640388,3214661,3092856,2883607,3472054,2903860,2825390,2747691,2660263,2595081,1933038,3535226,3008557,3179291,2406057,2169617,1972903,2208017,3296758,2871015,2559374,2987837,2706334," 2,706,334.00 "," 1,933,038.00 "," 32,900,986.00 "," 33,968,810.00 "," 5,694,171.00 "," 4,528,119.00 "," 8,253,545.00 "," 7,188,382.00 "
SIN TIPO,INDIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,FOTOSOL CR.ULTR.F50 50G x 1                                  ,FOTOSOL (D&M)            ,FOTOSOL (D&M)            ,D&M PHARMA        ,POPULAR                  ,46151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19405," 19,405.00 ", -   ," 19,405.00 ", -   ," 19,405.00 ", -   ," 19,405.00 ", -   
SIN TIPO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,FOTOSOL CR.ULTR.F50 50G x 1                                  ,FOTOSOL (D&M)            ,FOTOSOL (D&M)            ,D&M PHARMA        ,POPULAR                  ,46151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   
CREMA,DIRECTO,ROSTRO,ULTRASENSITIVE,Incluir,82B1D,PH Face,PH Face Care excl. Acne,PH Hypersensitive,URIAGE ROSELIANE CR.ANTIROJES 40ML x 1                       ,URIAGE ROSELIANE (URG)   ,URIAGE ROSELIANE (URG)   ,URIAGE            ,POPULAR                  ,46154,7011745,7070185,11624831,9871090,12756823,15571995,14099689,15963268,14031863,11679751,9433950,8957424,10184566,11539808,12997573,11906667,12924675,15018511,14923268,14988980,13445776,11938999,9426659,9217165," 9,217,165.00 "," 8,957,424.00 "," 148,512,647.00 "," 138,072,614.00 "," 18,643,824.00 "," 18,391,374.00 "," 30,582,823.00 "," 30,071,125.00 "
CREMA,DIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82B1C,PH Face,PH Face Care excl. Acne,PH Hypersensitive,URIAGE TOLEDERM CR HIDR CALM 50ML x 1                        ,URIAGE TOLEDERM (URG)    ,URIAGE TOLEDERM (URG)    ,URIAGE            ,POPULAR                  ,46156,3216420,2461770,2705210,2035908,1492267,1014345,739819,656068,370164,318946,209846,172460,138254,216573,208720,9774,57808,84790,34395,27764,0,0,5337,2587," 2,587.00 "," 172,460.00 "," 786,002.00 "," 15,393,223.00 "," 7,924.00 "," 382,306.00 "," 7,924.00 "," 701,252.00 "
COMPACTO,INDIRECTO,SOLARES,ROSTRO,Incluir,83F2H,PH Sun,PH Sunscreens,NO,FOTOPROTECTOR ISDI EXTREM M.F40 10G x 1                      ,FOTOPROTECTOR ISDI (ISD) ,FOTOPROTECTOR ISDI (ISD) ,ISDIN             ,POPULAR                  ,46166,0,41485,21009,66081,0,44521,210579,87579,21652,70849,43314,0,0,44122,22582,66822,44441,0,0,66960,112186,23346,0,66442," 66,442.00 ", -   ," 446,901.00 "," 607,069.00 "," 66,442.00 "," 43,314.00 "," 89,788.00 "," 114,163.00 "
COMPACTO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2H,PH Sun,PH Sunscreens,NO,FOTOPROTECTOR ISDI EXTREM M.F40 10G x 1                      ,FOTOPROTECTOR ISDI (ISD) ,FOTOPROTECTOR ISDI (ISD) ,ISDIN             ,POPULAR                  ,46166,2279597,2198713,2962355,2599202,2202976,3917883,2877896,3897246,3659235,4321847,4937868,2683693,2746002,3816579,5961789,5056204,4755238,6096136,6021020,6673685,7381870,7003839,6780099,6112776," 6,112,776.00 "," 2,683,693.00 "," 68,405,237.00 "," 38,538,511.00 "," 12,892,875.00 "," 7,621,561.00 "," 19,896,714.00 "," 11,943,408.00 "
LOCIÓN,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1C,PH Body,PH Body Care,NO,EUCERIN UREA LOCION 10.0% 250ML x 1                          ,EUCERIN UREA (BEI)       ,EUCERIN UREA (BEI)       ,BEIERSDORF        ,POPULAR                  ,46183,0,0,55348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   ," 55,348.00 ", -   , -   , -   , -   
LOCIÓN,INDIRECTO,CUERPO,SENSITIVE/DRY,Incluir,82F1C,PH Body,PH Body Care,NO,EUCERIN UREA LOCION 10.0% 250ML x 1                          ,EUCERIN UREA (BEI)       ,EUCERIN UREA (BEI)       ,BEIERSDORF        ,POPULAR                  ,46183,3265973,3288755,0,1733949,1765226,263995,2112774,5249088,758515,1615406,2033275,199898,944284,1030616,2663783,1033181,392010,32134,258322,784826,385707,1583950,871196,1293684," 1,293,684.00 "," 199,898.00 "," 11,273,693.00 "," 22,286,854.00 "," 2,164,880.00 "," 2,233,173.00 "," 3,748,830.00 "," 3,848,579.00 "
MICELAR,DIRECTO,ROSTRO,LIMPIEZA,Incluir,82A1A,PH Face,PH Face Cleansing excl. Acne,PH Face Cleansing,AVENE SOLN MISCELA 200ML x 1                                 ,AVENE (P.F)              ,AVENE (P.F)              ,PIERRE FABRE      ,POPULAR                  ,46190,198599,210947,198240,94332,133887,63141,44480,31617,60580,50860,30552,16984,0,0,10982,0,12492,17526,0,0,0,0,0,0, -   ," 16,984.00 "," 41,000.00 "," 1,134,219.00 ", -   ," 47,536.00 ", -   ," 98,396.00 "
GEL,INDIRECTO,ROSTRO,LIMPIEZA,Incluir,83A3A,PH Face,PH Acne,PH Acne Cleansing,DUCRAY GEL LIMP. 200ML x 1                                   ,DUCRAY (P.F)             ,DUCRAY (P.F)             ,PIERRE FABRE      ,POPULAR                  ,46193,12925,0,0,27106,0,0,139801,13173,97448,0,27885,7839,27134,35667,28828,34896,0,13145,0,13882,13355,0,14678,20698," 20,698.00 "," 7,839.00 "," 202,283.00 "," 326,177.00 "," 35,376.00 "," 35,724.00 "," 35,376.00 "," 35,724.00 "
GEL,DIRECTO,ROSTRO,LIMPIEZA,Incluir,83A3A,PH Face,PH Acne,PH Acne Cleansing,DUCRAY GEL LIMP. 200ML x 1                                   ,DUCRAY (P.F)             ,DUCRAY (P.F)             ,PIERRE FABRE      ,POPULAR                  ,46193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   
SERUM,INDIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82B5A,PH Face,PH Face Care excl. Acne,PH Anti-Age,PEPTIVEL BOOST GOTAS 15ML x 1                                ,PEPTIVEL BOOST (DB&)     ,PEPTIVEL BOOST (DB&)     ,DISPOLAB          ,POPULAR                  ,46200,0,39422,38998,0,0,140842,0,0,38879,0,38919,0,78691,0,0,77477,0,0,185796,38732,76750,139031,0,0, -   , -   ," 596,477.00 "," 297,060.00 ", -   ," 38,919.00 "," 139,031.00 "," 38,919.00 "
SERUM,DIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82B5A,PH Face,PH Face Care excl. Acne,PH Anti-Age,PEPTIVEL BOOST GOTAS 15ML x 1                                ,PEPTIVEL BOOST (DB&)     ,PEPTIVEL BOOST (DB&)     ,DISPOLAB          ,POPULAR                  ,46200,7853820,5913399,6941694,7306641,7282940,6267472,5287928,5665331,5054322,6475138,3969794,3657689,5390322,4664612,6465569,3525212,4070869,4934313,5202283,4725335,4106125,5874035,4449570,2948366," 2,948,366.00 "," 3,657,689.00 "," 56,356,611.00 "," 71,676,168.00 "," 7,397,936.00 "," 7,627,483.00 "," 13,271,971.00 "," 14,102,621.00 "
CREMA,DIRECTO,ROSTRO,ULTRASENSITIVE,Incluir,82B1D,PH Face,PH Face Care excl. Acne,PH Hypersensitive,ROSALIAC UV CREMA HIDRAT 40ML x 1                            ,ROSALIAC UV (LRP)        ,ROSALIAC UV (LRP)        ,LA ROCHE POSAY    ,POPULAR                  ,46276,23131708,25221053,32479194,33632141,35835334,35896325,27389733,24202175,19298668,25162829,17362164,14720517,15643532,14492025,23192781,23470987,24080045,28292025,35867372,34790796,26889085,27449093,21500675,18864990," 18,864,990.00 "," 14,720,517.00 "," 294,533,406.00 "," 314,331,841.00 "," 40,365,665.00 "," 32,082,681.00 "," 67,814,758.00 "," 57,245,510.00 "
