TIPO,CANAL,CATEGORIA,SUBCATEGORIA,Incluir,otc4_code,Category,SubCategory,Segment,PRESENTACION,PRODUCTO,BRAND,LABORATORIO,ETICO/POPULAR,FCC,MTH - 202103,MTH - 202104,MTH - 202105,MTH - 202106,MTH - 202107,MTH - 202108,MTH - 202109,MTH - 202110,MTH - 202111,MTH - 202112,MTH - 202201,MTH - 202202,MTH - 202203,MTH - 202204,MTH - 202205,MTH - 202206,MTH - 202207,MTH - 202208,MTH - 202209,MTH - 202210,MTH - 202211,MTH - 202212,MTH - 202301,MTH - 202302, MTH Actual , MTH Anterior , MAT Actual , MAT Anterior , YTD Actual , YTD Anterior , QTR Actual , QTR Anterior 
CREMA,INDIRECTO,ROSTRO,PIEL GRASA,Incluir,83A1A,PH Face,PH Acne,PH Acne Care,SEBIUM GLOBAL CR PURI ROS 30ML x 1                           ,SEBIUM GLOBAL (AE1)      ,SEBIUM GLOBAL (AE1)      ,ALPES CHEMIE      ,POPULAR                  ,49163,0,0,0,0,13,7,38,2,0,8,8,0,0,9,0,0,15,18,3,0,0,3,3,0, -   , -   , 51.00 , 76.00 , 3.00 , 8.00 , 6.00 , 16.00 
CREMA,DIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82D2A,PH Face,PH Face Care excl. Acne,PH Anti-Age,NEOSTRATA CR.BI.EY.PLU 15G x 1                               ,NEOSTRATA (M7E)          ,NEOSTRATA (M7E)          ,MEDSTYLE          ,POPULAR                  ,49216,13,8,11,6,6,6,7,4,4,13,7,2,5,2,5,1,5,3,1,4,1,3,2,0, -   , 2.00 , 32.00 , 87.00 , 2.00 , 9.00 , 5.00 , 22.00 
LIMPIEZA,INDIRECTO,ROSTRO,PIEL GRASA,Incluir,83A3Z,PH Face,PH Acne,PH Acne Cleansing,EFFACLAR GEL ESP/PURI 400ML x 1                              ,EFFACLAR (LRP)           ,EFFACLAR (LRP)           ,LA ROCHE POSAY    ,POPULAR                  ,49239,12,0,26,0,76,100,36,147,231,259,388,390,274,223,267,409,204,572,228,304,492,660,382,476, 476.00 , 390.00 ," 4,491.00 "," 1,665.00 ", 858.00 , 778.00 ," 1,518.00 "," 1,037.00 "
LIMPIEZA,DIRECTO,ROSTRO,PIEL GRASA,Incluir,83A3Z,PH Face,PH Acne,PH Acne Cleansing,EFFACLAR GEL ESP/PURI 400ML x 1                              ,EFFACLAR (LRP)           ,EFFACLAR (LRP)           ,LA ROCHE POSAY    ,POPULAR                  ,49239,10052,6216,13295,9159,10373,10842,10766,11253,8932,16128,9267,8741,11297,8865,8724,7804,8449,12505,14064,11320,8734,17781,8744,10443," 10,443.00 "," 8,741.00 "," 128,730.00 "," 125,024.00 "," 19,187.00 "," 18,008.00 "," 36,968.00 "," 34,136.00 "
OJOS,INDIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82D2A,PH Face,PH Face Care excl. Acne,PH Anti-Age,IDEALIA CREMA OJOS 15ML x 1                                  ,IDEALIA (VCY)            ,IDEALIA (VCY)            ,VICHY             ,POPULAR                  ,49244,2,7,8,3,3,0,6,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0, -   , 1.00 , 1.00 , 33.00 , -   , 1.00 , -   , 4.00 
OJOS,DIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82D2A,PH Face,PH Face Care excl. Acne,PH Anti-Age,IDEALIA CREMA OJOS 15ML x 1                                  ,IDEALIA (VCY)            ,IDEALIA (VCY)            ,VICHY             ,POPULAR                  ,49244,163,115,180,154,203,182,241,191,133,75,56,28,26,10,8,7,4,4,3,1,2,1,2,2, 2.00 , 28.00 , 70.00 ," 1,721.00 ", 4.00 , 84.00 , 5.00 , 159.00 
SIN TIPO,INDIRECTO,RESTORING,RESTORING,Incluir,83H1&,PH Restoring Skin,PH Restoring Skin,NO,KELOPLAST SCARS F50+CR 40G x 1                               ,KELOPLAST (DB&)          ,KELOPLAST (DB&)          ,DISPOLAB          ,POPULAR                  ,49249,5,5,1,2,8,7,0,1,7,1,6,10,7,3,3,3,2,3,10,3,2,10,4,0, -   , 10.00 , 50.00 , 53.00 , 4.00 , 16.00 , 14.00 , 17.00 
SIN TIPO,DIRECTO,RESTORING,RESTORING,Incluir,83H1&,PH Restoring Skin,PH Restoring Skin,NO,KELOPLAST SCARS F50+CR 40G x 1                               ,KELOPLAST (DB&)          ,KELOPLAST (DB&)          ,DISPOLAB          ,POPULAR                  ,49249,215,141,175,182,206,253,244,251,289,262,271,203,211,192,221,175,175,249,267,268,252,281,250,207, 207.00 , 203.00 ," 2,748.00 "," 2,692.00 ", 457.00 , 474.00 , 738.00 , 736.00 
MICELAR,DIRECTO,ROSTRO,LIMPIEZA,Incluir,82A1A,PH Face,PH Face Cleansing excl. Acne,PH Face Cleansing,PHYSIOLOGIQUE SOLN MICELAR 400ML x 1                         ,PHYSIOLOGIQUE (LRP)      ,PHYSIOLOGIQUE (LRP)      ,LA ROCHE POSAY    ,POPULAR                  ,49260,2395,1953,2049,1978,2175,2502,2512,2534,2171,2921,2176,1612,2098,1738,1713,1502,1651,1696,1931,1834,1776,1848,1733,1434," 1,434.00 "," 1,612.00 "," 20,954.00 "," 26,978.00 "," 3,167.00 "," 3,788.00 "," 5,015.00 "," 6,709.00 "
MICELAR,INDIRECTO,ROSTRO,LIMPIEZA,Incluir,82A1A,PH Face,PH Face Cleansing excl. Acne,PH Face Cleansing,PHYSIOLOGIQUE SOLN MICELAR 400ML x 1                         ,PHYSIOLOGIQUE (LRP)      ,PHYSIOLOGIQUE (LRP)      ,LA ROCHE POSAY    ,POPULAR                  ,49260,106,41,46,30,80,187,70,78,64,158,41,60,73,81,51,78,47,35,49,49,11,39,45,3, 3.00 , 60.00 , 561.00 , 961.00 , 48.00 , 101.00 , 87.00 , 259.00 
OJOS,DIRECTO,ROSTRO,ANTI-PIGMENTO,Incluir,82D2A,PH Face,PH Face Care excl. Acne,PH Anti-Age,PIGMENTCLAR OJOS CREMA 15ML x 1                              ,PIGMENTCLAR (LRP)        ,PIGMENTCLAR (LRP)        ,LA ROCHE POSAY    ,POPULAR                  ,49261,328,278,352,381,299,159,198,164,224,226,152,187,291,280,500,328,326,309,245,325,283,234,280,279, 279.00 , 187.00 ," 3,680.00 "," 2,948.00 ", 559.00 , 339.00 , 793.00 , 565.00 
SERUM,DIRECTO,ROSTRO,ANTI-PIGMENTO,Incluir,82B4&,PH Face,PH Face Care excl. Acne,PH Even Skin,PIGMENTCLAR SERUM 30ML x 1                                   ,PIGMENTCLAR (LRP)        ,PIGMENTCLAR (LRP)        ,LA ROCHE POSAY    ,POPULAR                  ,49262,623,546,706,446,757,740,607,549,390,238,135,226,433,325,274,175,115,78,116,49,28,18,10,10, 10.00 , 226.00 ," 1,631.00 "," 5,963.00 ", 20.00 , 361.00 , 38.00 , 599.00 
SERUM,INDIRECTO,ROSTRO,ANTI-PIGMENTO,Incluir,82B4&,PH Face,PH Face Care excl. Acne,PH Even Skin,PIGMENTCLAR SERUM 30ML x 1                                   ,PIGMENTCLAR (LRP)        ,PIGMENTCLAR (LRP)        ,LA ROCHE POSAY    ,POPULAR                  ,49262,1,3,6,1,5,8,5,5,2,4,2,0,2,3,0,1,0,0,0,0,0,0,0,0, -   , -   , 6.00 , 42.00 , -   , 2.00 , -   , 6.00 
CREMA,INDIRECTO,ROSTRO,ULTRASENSITIVE,Incluir,82B1D,PH Face,PH Face Care excl. Acne,PH Hypersensitive,ROSALIAC CC CREME F30 50ML x 1                               ,ROSALIAC CC (LRP)        ,ROSALIAC CC (LRP)        ,LA ROCHE POSAY    ,POPULAR                  ,49263,23,16,26,29,19,8,9,41,49,22,22,44,26,15,12,20,21,23,19,15,12,6,13,1, 1.00 , 44.00 , 183.00 , 308.00 , 14.00 , 66.00 , 20.00 , 88.00 
CREMA,DIRECTO,ROSTRO,ULTRASENSITIVE,Incluir,82B1D,PH Face,PH Face Care excl. Acne,PH Hypersensitive,ROSALIAC CC CREME F30 50ML x 1                               ,ROSALIAC CC (LRP)        ,ROSALIAC CC (LRP)        ,LA ROCHE POSAY    ,POPULAR                  ,49263,759,760,1151,1400,1292,1330,1206,1035,1014,1048,821,657,736,687,814,752,773,900,1082,981,721,786,575,598, 598.00 , 657.00 ," 9,405.00 "," 12,473.00 "," 1,173.00 "," 1,478.00 "," 1,959.00 "," 2,526.00 "
SERUM,INDIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82B5A,PH Face,PH Face Care excl. Acne,PH Anti-Age,UREADIN FUSION SER.LIFT.ANT 30ML x 1                         ,UREADIN FUSION (ISD)     ,UREADIN FUSION (ISD)     ,ISDIN             ,POPULAR                  ,49269,1,4,1,2,5,2,4,5,12,11,3,11,9,7,7,14,4,7,6,14,11,8,9,8, 8.00 , 11.00 , 104.00 , 61.00 , 17.00 , 14.00 , 25.00 , 25.00 
SERUM,DIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82B5A,PH Face,PH Face Care excl. Acne,PH Anti-Age,UREADIN FUSION SER.LIFT.ANT 30ML x 1                         ,UREADIN FUSION (ISD)     ,UREADIN FUSION (ISD)     ,ISDIN             ,POPULAR                  ,49269,462,678,528,394,462,478,372,472,345,353,275,248,259,271,292,423,254,295,288,322,298,214,210,204, 204.00 , 248.00 ," 3,330.00 "," 5,067.00 ", 414.00 , 523.00 , 628.00 , 876.00 
MICELAR,DIRECTO,ROSTRO,LIMPIEZA,Incluir,82A1A,PH Face,PH Face Cleansing excl. Acne,PH Face Cleansing,UREADIN FUSION MICELAR SOLU 250ML x 1                        ,UREADIN FUSION (ISD)     ,UREADIN FUSION (ISD)     ,ISDIN             ,POPULAR                  ,49270,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , 1.00 , -   , -   , -   , -   
CREMA,DIRECTO,ROSTRO,PIEL GRASA,Incluir,83A1A,PH Face,PH Acne,PH Acne Care,NORMADERM NUIT DETO.CR 40ML x 1                              ,NORMADERM (VCY)          ,NORMADERM (VCY)          ,VICHY             ,POPULAR                  ,49272,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , 1.00 , -   , -   , -   , -   
SIN TIPO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,ANTHELIOS HELIOBLO XL F UL F50+ 50ML x 1                     ,ANTHELIOS HELIOBLO (LRP) ,ANTHELIOS HELIOBLO (LRP) ,LA ROCHE POSAY    ,POPULAR                  ,49277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , 1.00 , -   , -   , -   , -   
GEL-CREMA,DIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82A4C,PH Face,PH Face Care excl. Acne,PH Moisture,AQUALIA G/C THE D LI 50ML x 1                                ,AQUALIA (VCY)            ,AQUALIA (VCY)            ,VICHY             ,POPULAR                  ,49278,851,773,863,1033,1022,992,1019,996,822,1772,957,1440,875,409,466,539,783,775,935,1013,707,1074,861,1338," 1,338.00 "," 1,440.00 "," 9,775.00 "," 12,540.00 "," 2,199.00 "," 2,397.00 "," 3,273.00 "," 4,169.00 "
GEL-CREMA,DIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82A4C,PH Face,PH Face Care excl. Acne,PH Moisture,AQUALIA R/C THE DINA 50ML x 1                                ,AQUALIA (VCY)            ,AQUALIA (VCY)            ,VICHY             ,POPULAR                  ,49279,499,562,523,352,624,636,510,617,480,902,591,814,475,523,400,363,341,359,338,329,503,725,566,753, 753.00 , 814.00 ," 5,675.00 "," 7,110.00 "," 1,319.00 "," 1,405.00 "," 2,044.00 "," 2,307.00 "
GEL-CREMA,INDIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82A4C,PH Face,PH Face Care excl. Acne,PH Moisture,AQUALIA R/C THE DINA 50ML x 1                                ,AQUALIA (VCY)            ,AQUALIA (VCY)            ,VICHY             ,POPULAR                  ,49279,4,1,0,2,6,7,2,0,10,2,0,7,9,6,0,0,0,0,7,0,1,0,2,1, 1.00 , 7.00 , 26.00 , 41.00 , 3.00 , 7.00 , 3.00 , 9.00 
SERUM,DIRECTO,ROSTRO,HIDRATACIÓN,Incluir,82A4C,PH Face,PH Face Care excl. Acne,PH Moisture,AQUALIA SERUM TH DIN 30ML x 1                                ,AQUALIA (VCY)            ,AQUALIA (VCY)            ,VICHY             ,POPULAR                  ,49280,85,92,97,117,99,98,89,79,60,96,63,50,69,56,74,48,63,49,52,85,53,71,70,46, 46.00 , 50.00 , 736.00 ," 1,025.00 ", 116.00 , 113.00 , 187.00 , 209.00 
FLUIDO,INDIRECTO,ROSTRO,ULTRASENSITIVE,Incluir,82B1C,PH Face,PH Face Care excl. Acne,PH Hypersensitive,TOLERIANE ULTRA FLU.INT CAL 40ML x 1                         ,TOLERIANE ULTRA (LRP)    ,TOLERIANE ULTRA (LRP)    ,LA ROCHE POSAY    ,POPULAR                  ,49316,104,151,232,249,225,244,54,31,2,6,21,12,2,12,19,0,9,14,0,0,0,0,0,3, 3.00 , 12.00 , 59.00 ," 1,331.00 ", 3.00 , 33.00 , 3.00 , 39.00 
FLUIDO,DIRECTO,ROSTRO,ULTRASENSITIVE,Incluir,82B1C,PH Face,PH Face Care excl. Acne,PH Hypersensitive,TOLERIANE ULTRA FLU.INT CAL 40ML x 1                         ,TOLERIANE ULTRA (LRP)    ,TOLERIANE ULTRA (LRP)    ,LA ROCHE POSAY    ,POPULAR                  ,49316,9625,7267,10216,11237,10499,10322,4543,351,35,21,14,14,9,5,3,4,3,29,8,4,2,2,3,1, 1.00 , 14.00 , 73.00 ," 64,144.00 ", 4.00 , 28.00 , 6.00 , 49.00 
SIN TIPO,DIRECTO,SOLARES,CUERPO,Incluir,83F2Z,PH Sun,PH Sunscreens,NO,CAPITAL SOLEIL ESP HID SP50 200ML x 1                        ,CAPITAL SOLEIL (VCY)     ,CAPITAL SOLEIL (VCY)     ,VICHY             ,POPULAR                  ,49376,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , 1.00 , -   , -   , -   , -   
SIN TIPO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,IDEAL SOLEIL BB E T/S F50 50ML x 1                           ,IDEAL SOLEIL (VCY)       ,IDEAL SOLEIL (VCY)       ,VICHY             ,POPULAR                  ,49378,686,567,801,613,619,1145,1850,5425,2129,2312,2123,2085,766,533,530,406,488,808,1328,2786,1143,1448,1461,1585," 1,585.00 "," 2,085.00 "," 13,282.00 "," 20,355.00 "," 3,046.00 "," 4,208.00 "," 4,494.00 "," 6,520.00 "
SIN TIPO,INDIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,IDEAL SOLEIL BB E T/S F50 50ML x 1                           ,IDEAL SOLEIL (VCY)       ,IDEAL SOLEIL (VCY)       ,VICHY             ,POPULAR                  ,49378,0,0,0,0,5,12,146,114,76,48,67,20,21,6,4,4,4,51,98,25,72,114,80,32, 32.00 , 20.00 , 511.00 , 488.00 , 112.00 , 87.00 , 226.00 , 135.00 
SIN TIPO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,IDEAL SOLEIL BB CR. F50+ 50ML x 1                            ,IDEAL SOLEIL (VCY)       ,IDEAL SOLEIL (VCY)       ,VICHY             ,POPULAR                  ,49379,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , 3.00 , -   , -   , -   , -   
SIN TIPO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2B,PH Sun,PH Sunscreens,NO,ERYFOTONA F AK-NMSC50+ 50ML x 1                              ,ERYFOTONA (ISD)          ,ERYFOTONA (ISD)          ,ISDIN             ,POPULAR                  ,49382,1367,1176,1271,1166,1415,1694,2048,2360,2627,2732,2392,1691,1840,1615,1675,1462,1622,2160,2725,3170,3319,3530,3313,2359," 2,359.00 "," 1,691.00 "," 28,790.00 "," 21,939.00 "," 5,672.00 "," 4,083.00 "," 9,202.00 "," 6,815.00 "
SIN TIPO,INDIRECTO,SOLARES,ROSTRO,Incluir,83F2B,PH Sun,PH Sunscreens,NO,ERYFOTONA F AK-NMSC50+ 50ML x 1                              ,ERYFOTONA (ISD)          ,ERYFOTONA (ISD)          ,ISDIN             ,POPULAR                  ,49382,30,44,44,22,46,54,110,98,93,121,79,61,46,95,82,55,44,99,106,95,144,184,68,106, 106.00 , 61.00 ," 1,124.00 ", 802.00 , 174.00 , 140.00 , 358.00 , 261.00 
SIN TIPO,INDIRECTO,SOLARES,NIÑOS,Incluir,83F6B,PH Sun,PH Sunscreens,NO,EUCERIN SUN LOC.KIDS 50+ 400ML x 1                           ,EUCERIN SUN (BEI)        ,EUCERIN SUN (BEI)        ,BEIERSDORF        ,POPULAR                  ,49383,0,0,0,0,0,71,1884,474,2428,540,483,54,1,0,0,1,1,714,1055,510,825,776,72,87, 87.00 , 54.00 ," 4,042.00 "," 5,934.00 ", 159.00 , 537.00 , 935.00 ," 1,077.00 "
SIN TIPO,DIRECTO,SOLARES,NIÑOS,Incluir,83F6B,PH Sun,PH Sunscreens,NO,EUCERIN SUN LOC.KIDS 50+ 400ML x 1                           ,EUCERIN SUN (BEI)        ,EUCERIN SUN (BEI)        ,BEIERSDORF        ,POPULAR                  ,49383,225,70,95,87,219,580,12512,12177,3182,4597,3991,279,162,61,52,42,57,953,9740,15623,4285,11424,10098,2209," 2,209.00 ", 279.00 ," 54,706.00 "," 38,014.00 "," 12,307.00 "," 4,270.00 "," 23,731.00 "," 8,867.00 "
SIN TIPO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,FOTOPROTECTOR ISDI FUS MIN 50+ 50ML x 1                      ,FOTOPROTECTOR ISDI (ISD) ,FOTOPROTECTOR ISDI (ISD) ,ISDIN             ,POPULAR                  ,49384,283,289,401,245,513,706,621,810,668,712,528,414,303,309,347,346,351,522,663,614,643,660,552,554, 554.00 , 414.00 ," 5,864.00 "," 6,190.00 "," 1,106.00 ", 942.00 ," 1,766.00 "," 1,654.00 "
SIN TIPO,INDIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,FOTOPROTECTOR ISDI FUS MIN 50+ 50ML x 1                      ,FOTOPROTECTOR ISDI (ISD) ,FOTOPROTECTOR ISDI (ISD) ,ISDIN             ,POPULAR                  ,49384,52,20,15,17,73,73,305,356,114,177,339,79,64,39,46,28,88,235,326,319,328,305,169,155, 155.00 , 79.00 ," 2,102.00 "," 1,620.00 ", 324.00 , 418.00 , 629.00 , 595.00 
SIN TIPO,DIRECTO,SOLARES,NIÑOS,Incluir,83F6F,PH Sun,PH Sunscreens,NO,FOTOPROTECTOR ISDI SP T W/S 50+ 200ML x 1 PAED               ,FOTOPROTECTOR ISDI (ISD) ,FOTOPROTECTOR ISDI (ISD) ,ISDIN             ,POPULAR                  ,49385,147,30,22,23,34,62,418,1145,1221,1249,2120,772,134,47,36,16,22,226,504,1061,1358,1,0,0, -   , 772.00 ," 3,405.00 "," 7,243.00 ", -   ," 2,892.00 ", 1.00 ," 4,141.00 "
SIN TIPO,DIRECTO,SOLARES,CUERPO,Incluir,83F2F,PH Sun,PH Sunscreens,NO,FOTOPROTECTOR ISDI SP T W/S 50+ 200ML x 1                    ,FOTOPROTECTOR ISDI (ISD) ,FOTOPROTECTOR ISDI (ISD) ,ISDIN             ,POPULAR                  ,49386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, -   , -   , 1.00 , -   , -   , -   , 1.00 , -   
SIN TIPO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2B,PH Sun,PH Sunscreens,NO,FOTOULTRA 100 ISDI FL A/U CO50+ 50ML x 1                     ,FOTOULTRA 100 ISDI (ISD) ,FOTOULTRA 100 ISDI (ISD) ,ISDIN             ,POPULAR                  ,49387,1181,1164,1370,1089,1430,1792,2109,2340,2357,2185,1875,1512,1316,1406,1489,1335,1611,2182,2440,2840,2934,2619,2582,2035," 2,035.00 "," 1,512.00 "," 24,789.00 "," 20,404.00 "," 4,617.00 "," 3,387.00 "," 7,236.00 "," 5,572.00 "
SIN TIPO,INDIRECTO,SOLARES,ROSTRO,Incluir,83F2B,PH Sun,PH Sunscreens,NO,FOTOULTRA 100 ISDI FL A/U CO50+ 50ML x 1                     ,FOTOULTRA 100 ISDI (ISD) ,FOTOULTRA 100 ISDI (ISD) ,ISDIN             ,POPULAR                  ,49387,22,35,13,23,38,30,118,153,147,89,27,32,35,43,61,18,39,76,105,106,106,115,78,36, 36.00 , 32.00 , 818.00 , 727.00 , 114.00 , 59.00 , 229.00 , 148.00 
SIN TIPO,INDIRECTO,SOLARES,ROSTRO,Incluir,83F2B,PH Sun,PH Sunscreens,NO,FOTOULTRA 100 ISDI F FL S/P 50+ 50ML x 1                     ,FOTOULTRA 100 ISDI (ISD) ,FOTOULTRA 100 ISDI (ISD) ,ISDIN             ,POPULAR                  ,49388,52,33,48,31,62,76,171,207,188,119,117,108,13,22,15,20,42,114,220,258,196,191,187,105, 105.00 , 108.00 ," 1,383.00 "," 1,212.00 ", 292.00 , 225.00 , 483.00 , 344.00 
SIN TIPO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2B,PH Sun,PH Sunscreens,NO,FOTOULTRA 100 ISDI F FL S/P 50+ 50ML x 1                     ,FOTOULTRA 100 ISDI (ISD) ,FOTOULTRA 100 ISDI (ISD) ,ISDIN             ,POPULAR                  ,49388,1083,976,1239,1304,1140,1442,1771,2445,2271,2319,3656,3495,1484,1337,1006,833,912,1269,1588,1960,2067,1997,3411,3793," 3,793.00 "," 3,495.00 "," 21,657.00 "," 23,141.00 "," 7,204.00 "," 7,151.00 "," 9,201.00 "," 9,470.00 "
SIN TIPO,INDIRECTO,SOLARES,CUERPO,Incluir,83F2J,PH Sun,PH Sunscreens,NO,SOLACTIVE CREMA FPS50+ 60ML x 1                              ,SOLACTIVE (DUT)          ,SOLACTIVE (DUT)          ,DEUTSCHE PHARMA   ,POPULAR                  ,49447,1,2,0,1,4,15,4,19,6,26,2,27,1,1,1,10,1,4,5,6,15,27,18,11, 11.00 , 27.00 , 100.00 , 107.00 , 29.00 , 29.00 , 56.00 , 55.00 
SIN TIPO,DIRECTO,SOLARES,CUERPO,Incluir,83F2J,PH Sun,PH Sunscreens,NO,SOLACTIVE CREMA FPS50+ 60ML x 1                              ,SOLACTIVE (DUT)          ,SOLACTIVE (DUT)          ,DEUTSCHE PHARMA   ,POPULAR                  ,49447,180,144,169,169,158,197,214,354,308,338,385,285,273,238,212,205,217,270,380,396,407,476,375,321, 321.00 , 285.00 ," 3,770.00 "," 2,901.00 ", 696.00 , 670.00 ," 1,172.00 "," 1,008.00 "
SIN TIPO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2J,PH Sun,PH Sunscreens,NO,SOLACTIVE FLUID FPS50+ 60ML x 1                              ,SOLACTIVE (DUT)          ,SOLACTIVE (DUT)          ,DEUTSCHE PHARMA   ,POPULAR                  ,49448,370,301,361,355,405,485,695,810,804,844,949,839,709,518,461,462,316,447,562,818,959,920,769,590, 590.00 , 839.00 ," 7,531.00 "," 7,218.00 "," 1,359.00 "," 1,788.00 "," 2,279.00 "," 2,632.00 "
SIN TIPO,INDIRECTO,SOLARES,ROSTRO,Incluir,83F2J,PH Sun,PH Sunscreens,NO,SOLACTIVE FLUID FPS50+ 60ML x 1                              ,SOLACTIVE (DUT)          ,SOLACTIVE (DUT)          ,DEUTSCHE PHARMA   ,POPULAR                  ,49448,3,3,8,10,13,3,9,10,10,43,16,12,3,4,0,2,10,6,20,39,28,35,32,20, 20.00 , 12.00 , 199.00 , 140.00 , 52.00 , 28.00 , 87.00 , 71.00 
LIMPIEZA,DIRECTO,SOLARES,CUERPO,Incluir,83F2L,PH Sun,PH Sunscreens,NO,SOLACTIVE GEL FPS50+ 60ML x 1                                ,SOLACTIVE (DUT)          ,SOLACTIVE (DUT)          ,DEUTSCHE PHARMA   ,POPULAR                  ,49449,433,365,463,486,430,552,624,618,949,857,932,418,435,370,490,580,415,572,831,869,830,977,906,670, 670.00 , 418.00 ," 7,945.00 "," 7,127.00 "," 1,576.00 "," 1,350.00 "," 2,553.00 "," 2,207.00 "
LIMPIEZA,INDIRECTO,SOLARES,CUERPO,Incluir,83F2L,PH Sun,PH Sunscreens,NO,SOLACTIVE GEL FPS50+ 60ML x 1                                ,SOLACTIVE (DUT)          ,SOLACTIVE (DUT)          ,DEUTSCHE PHARMA   ,POPULAR                  ,49449,8,8,5,15,8,11,10,5,10,34,0,8,13,2,0,20,2,10,16,33,45,26,16,21, 21.00 , 8.00 , 204.00 , 122.00 , 37.00 , 8.00 , 63.00 , 42.00 
SIN TIPO,INDIRECTO,SOLARES,CUERPO,Incluir,83F2F,PH Sun,PH Sunscreens,NO,SUNWORK LOC SPR F50+ 120ML x 1                               ,SUNWORK (DUT)            ,SUNWORK (DUT)            ,DEUTSCHE PHARMA   ,POPULAR                  ,49451,1,0,3,0,0,2,4,0,12,0,1,7,2,0,0,1,0,0,5,10,19,135,9,0, -   , 7.00 , 181.00 , 30.00 , 9.00 , 8.00 , 144.00 , 8.00 
SIN TIPO,DIRECTO,SOLARES,CUERPO,Incluir,83F2F,PH Sun,PH Sunscreens,NO,SUNWORK LOC SPR F50+ 120ML x 1                               ,SUNWORK (DUT)            ,SUNWORK (DUT)            ,DEUTSCHE PHARMA   ,POPULAR                  ,49451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,65, 65.00 , -   , 94.00 , -   , 93.00 , -   , 93.00 , -   
MANOS,INDIRECTO,CUERPO,SENSITIVE/DRY,Incluir,83D1&,PH Body,PH Hand Care,NO,AVENE COLD CR.MANO 50ML x 1                                  ,AVENE (P.F)              ,AVENE (P.F)              ,PIERRE FABRE      ,POPULAR                  ,49455,3,5,11,14,25,22,16,13,20,41,11,28,17,18,24,63,31,10,57,39,6,48,38,30, 30.00 , 28.00 , 381.00 , 209.00 , 68.00 , 39.00 , 116.00 , 80.00 
MANOS,DIRECTO,CUERPO,SENSITIVE/DRY,Incluir,83D1&,PH Body,PH Hand Care,NO,AVENE COLD CR.MANO 50ML x 1                                  ,AVENE (P.F)              ,AVENE (P.F)              ,PIERRE FABRE      ,POPULAR                  ,49455,622,781,1244,2853,2340,1787,3897,1856,2949,3288,793,1795,733,967,930,2781,1517,1126,2466,1188,785,937,603,1264," 1,264.00 "," 1,795.00 "," 15,297.00 "," 24,205.00 "," 1,867.00 "," 2,588.00 "," 2,804.00 "," 5,876.00 "
SIN TIPO,DIRECTO,SOLARES,ROSTRO,Incluir,83F2K,PH Sun,PH Sunscreens,NO,AVENE E/F T/S F50+ 50ML x 1                                  ,AVENE (P.F)              ,AVENE (P.F)              ,PIERRE FABRE      ,POPULAR                  ,49456,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , 4.00 , -   , -   , -   , -   
CREMA,INDIRECTO,ROSTRO,ANTIARRUGAS,Incluir,82B1C,PH Face,PH Face Care excl. Acne,PH Hypersensitive,AVENE CR.P/INT DEF 50ML x 1                                  ,AVENE (P.F)              ,AVENE (P.F)              ,PIERRE FABRE      ,POPULAR                  ,49457,2,8,16,15,31,22,19,17,17,21,6,20,18,17,23,11,28,23,20,18,36,39,33,25, 25.00 , 20.00 , 291.00 , 194.00 , 58.00 , 26.00 , 97.00 , 47.00 
