CATEGORIA,SUBCATEGORIA,PRESENTACION,PRODUCTO,BRAND,LABORATORIO,ETICO/POPULAR,MTH - 202103,MTH - 202104,MTH - 202105,MTH - 202106,MTH - 202107,MTH - 202108,MTH - 202109,MTH - 202110,MTH - 202111,MTH - 202112,MTH - 202201,MTH - 202202,MTH - 202203,MTH - 202204,MTH - 202205,MTH - 202206,MTH - 202207,MTH - 202208,MTH - 202209,MTH - 202210,MTH - 202211,MTH - 202212,MTH - 202301,MTH - 202302,MAT 22,MAT 23,P3M 22,P3M 23,YTD 22,YTD 23
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,CETAPHIL BAR LIMP SUA   127G X 1,CETAPHIL (GLD),GALDERMA,GALDERMA,POPULAR,79143900,69960158,78893694,69523888,98730967,76076512,74887228,85209325,65011240,85066170,75049884,79007874,133633643,77455372,87250716,134214234,74380824,78382557,77629416,69943302,72025639,91251072,84189342,95659025,936560840,1076015142,239123928,271099439,154057758,179848367
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,DERMAVIVE LOC LIB JABO 0.05% 240ML X 1,DERMAVIVE (C-G),COASPHARMA-M,COASPHARMA,POPULAR,330225,135150,98600,183600,183600,40800,98600,147900,49300,193900,46000,49300,246500,293496,197200,345100,246500,246500,197200,98600,49300,227000,283750,56750,1556975,2487896,289200,567500,95300,340500
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,EUCERIN PH5 ACEITE DUCHA   400ML X 1,EUCERIN PH5 (BEI),EUCERIN,BEIERSDORF,POPULAR,15373908,13853606,10595931,12458072,18453312,15799070,24126200,19446972,23704008,22093377,26390870,23011128,28647348,19946157,23623311,28531882,31345812,33907888,36025964,31868694,29401695,36179008,35608260,34980240,225306454,370066259,71495375,106767508,49401998,70588500
FACE TOTAL,ACNE CARE,AVENE CLEANANCE EMULS EXPERT   40ML X 1,AVENE CLEANANCE (PC6),AVENE,PERCOS,POPULAR,4029711,1996512,2510464,4319036,3663192,1796322,1068494,985842,3278861,1247840,549520,276051,,524520,92017,184116,189786,,106500,,,,,,25721845,1096939,2073411,0,825571,0
FACE TOTAL,ACNE CARE,EFFACLAR DUO GEL+SEROZINC    X 1,EFFACLAR DUO (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,ACNE CARE,EUCERIN DERMOPURE SER OI C T/A   40ML X 1,EUCERIN DERMOPURE (BEI),EUCERIN,BEIERSDORF,POPULAR,,,,,,,,,,,,,7945610,32242667,45024496,40561590,109339230,96662572,113426040,98110440,94219692,121301640,117658444,120384480,0,996876901,0,359344564,0,238042924
FACE TOTAL,ACNE CARE,NORMADERM SERUM PR-BHA   30ML X 1,NORMADERM (VCY),VICHY,VICHY,POPULAR,,,,,,,,,,,,,,,,127731,7358560,8276616,20241208,19643610,12395628,16977024,17475762,18372594,0,120868733,0,52825380,0,35848356
FACE TOTAL,ACNE CARE,TEEN DERM CREMA HYDRA   40ML X 1,TEEN DERM (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,1509040,902560,1840811,2256804,1548825,2079980,1643600,2672416,2758590,2665792,597338,884868,1337220,1109342,1399474,1559040,2218755,1676808,1280048,2186613,682668,2061144,2074824,2337272,21360624,19923208,4147998,6473240,1482206,4412096
FACE TOTAL,ACNE CARE,URIAGE PA HYSE SOS   15G X 1,URIAGE (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,ACNE CLEANSING,DHEMS CRPSA/ECOF50   50ML X 1,DHEMS (PC6),DHEMS,PERCOS,POPULAR,,,,,,,,,,,,,2818923,5215020,2801835,15047797,13301920,5064240,6984446,5006500,3263792,8468250,4898102,5590368,0,78461193,0,18956720,0,10488470
FACE TOTAL,FACE CARE - AGUAS TERMALES,AGUA TERMAL SPRAY   150ML X 1,AGUA TERMAL (LRP),LRP,LA ROCHE POSAY,POPULAR,7799274,5964186,5857985,6585400,11484900,8802675,7582104,6012048,6447861,9119250,8256600,12833912,10751580,13319328,11189430,7422853,9423584,8575441,8549002,8276736,9127395,16163481,16627051,17807040,96746195,137232921,30209762,50597572,21090512,34434091
FACE TOTAL,FACE CARE - AGUAS TERMALES,AVENE AGUA TERMAL K AER+LOC MI   400ML X 1,AVENE AGUA TERMAL (PC6),AVENE,PERCOS,POPULAR,3902976,9992463,7698738,3601872,1701674,204939,270812,146386,73109,73193,,,,,58555,,,,,,,,,,27666162,58555,73193,0,0,0
FACE TOTAL,FACE CARE - AGUAS TERMALES,URIAGE AGUA TERMAL SPRAY   300ML X 1,URIAGE AGUA TERMAL (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,1874502,1398768,1896999,2907125,2030033,1731625,2133560,3187326,1699327,3100458,2188563,2321718,2599644,3288632,3276432,2072777,2853807,2479776,2304508,3459990,3636486,4129788,5858840,3904120,26470004,39864800,7610739,13892748,4510281,9762960
FACE TOTAL,FACE CARE - AGUAS TERMALES,URIAGE MA AG TER NO   50ML X 1,URIAGE (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,1381028,1413808,1700109,2202192,1819476,1036832,1761500,843276,778723,562184,363545,299832,374790,299832,281092,449748,74958,224874,299832,910728,490973,790224,1349228,859650,14162505,6405929,1225561,2999102,663377,2208878
FACE TOTAL,FACE CARE - ANTIEDAD,ACTIVE C 10 CR CORR ARRU   30ML X 1,ACTIVE C 10 (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,ACTIVE C OJOS TUBO   15ML X 1,ACTIVE C OJOS (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,AGE REVERSE ISDIN CREMA NIG RE   50ML X 1,AGE REVERSE ISDIN (ISD),ISDIN,ISDIN,POPULAR,4080820,13616209,3983660,5091024,3909117,3083250,5566225,4503020,3547830,3940146,2926548,3985973,5392787,8440884,11254512,4548809,6140016,5543692,3475264,4475660,5590052,7773736,3403425,11117855,58233822,77156692,10852667,22295016,6912521,14521280
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE PHYSIOLIFT BALS.NOCH   15ML X 1,AVENE PHYSIOLIFT (PC6),AVENE,PERCOS,POPULAR,3189480,1034943,,,,,,,,,,,,,,,,,,,,,,,4224423,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE YSTHEAL GEL. 0.05% 15ML X 1,AVENE YSTHEAL (PC6),AVENE,PERCOS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,DHEMS CR.MAN.ANTIE   50ML X 1,DHEMS (PC6),DHEMS,PERCOS,POPULAR,1407402,838440,973348,1599420,966726,898040,1890910,1994076,1395768,2828392,1866640,1872476,1901760,1457920,1632716,1996575,2024988,1533228,2231352,1996920,1716312,2438365,1308623,1935090,18531638,22173849,6567508,5682078,3739116,3243713
FACE TOTAL,FACE CARE - ANTIEDAD,EUCERIN HYALU.FIL C F TS 50+30   80ML X 1,EUCERIN HYALU.FIL (BEI),EUCERIN,BEIERSDORF,POPULAR,,,,,,,,,,,,,147799,3413304,3694975,2135178,948968,1180816,2620975,2896759,1714608,2376998,2877792,2861488,0,26869660,0,8116278,0,5739280
FACE TOTAL,FACE CARE - ANTIEDAD,EUCERIN HYALU.FIL CC CREAM T/C   50ML X 1,EUCERIN HYALU.FIL (BEI),EUCERIN,BEIERSDORF,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,LIFTACTIV SUPREME SERUM VIT C   20ML X 1,LIFTACTIV SUPREME (VCY),VICHY,VICHY,POPULAR,,,,,,,,,,,,,,,,873999,4441045,2772660,11302720,25716016,28265640,40477152,51294077,49903380,0,215046689,0,141674609,0,101197457
FACE TOTAL,FACE CARE - ANTIEDAD,MINERAL 89 G50GLHF10+CS    X 1,MINERAL 89 (VCY),VICHY,VICHY,POPULAR,,,,,,184086,22010304,5712570,3479310,791598,527732,263866,92043,263866,,,,,,,,,,,32969466,355909,1583196,0,791598,0
FACE TOTAL,FACE CARE - ANTIEDAD,NEOVADIOL GF CREMA DIA   50ML X 1,NEOVADIOL GF (VCY),VICHY,VICHY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,PURE VITAMIN C10 SERUM ANT/ED   30ML X 1,PURE VITAMIN C10 (LRP),LRP,LA ROCHE POSAY,POPULAR,65881998,41656092,59349108,62399717,123594961,74691480,135090642,117410328,129126687,155677599,151666435,187128132,198746184,191622429,188944448,155633822,176818950,157014897,224280393,184582307,184907220,290483692,200237180,266896830,1303673179,2420168352,494472166,757617702,338794567,467134010
FACE TOTAL,FACE CARE - ANTIEDAD,REDERMIC + CR.OJOS   15ML X 1,REDERMIC + (LRP),LRP,LA ROCHE POSAY,POPULAR,1201410,1201410,514884,1115556,600705,1373040,1373040,943965,686520,1029780,343260,435510,1072584,269637,539676,270144,1356390,366012,693136,,,4736368,918370,654031,10819080,10876348,1808550,6308769,778770,1572401
FACE TOTAL,FACE CARE - ANTIEDAD,REDERMIC HYALU C CR.UV   40ML X 1,REDERMIC HYALU C (LRP),LRP,LA ROCHE POSAY,POPULAR,7960064,3897690,4148704,2691040,5736960,3450250,5714200,3313824,3137269,4681188,3877198,2668252,3109293,4207610,2728534,4022309,4683195,3140980,2486835,4424028,3951402,3087106,2205944,1910856,51276639,39958092,11226638,7203906,6545450,4116800
FACE TOTAL,FACE CARE - ANTIEDAD,RETINOL B3 SERUM   30ML X 1,RETINOL B3 (LRP),LRP,LA ROCHE POSAY,POPULAR,2082058,604395,1943872,7752000,23464168,12635862,28900372,48628342,39616710,47113388,18873108,51076305,51940480,79993706,69662560,73141675,83945953,71236704,116843037,115076647,126893130,251978892,243744600,261784338,282690580,1546241722,117062801,757507830,69949413,505528938
FACE TOTAL,FACE CARE - ANTIEDAD,ROSTRO A EMULS   30G X 1,ROSTRO A (BSS),BUSSIE,BUSSIE,POPULAR,,,119288,,,,,,,,,,,,,,,,,,,,,,119288,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,SERUM 10 SER DU A/OXI   30ML X 1,SERUM 10 (SK9),SKINCEUTICALS,SKINCEUTICALS,POPULAR,598472,,149618,148165,299236,1040592,148166,,598472,748090,299236,477000,,149497,159000,149558,806925,645540,161385,,,159424,193445,,4507047,2424774,1524326,352869,776236,193445
FACE TOTAL,FACE CARE - ANTIEDAD,SESVITAMIN-C K F L 50+S30    X 1,SESVITAMIN-C (S.D),SESDERMA,SESDERMA,POPULAR,,,,,,,,,8182078,30962604,13427664,4288908,4272398,5691024,4123926,2309412,3455848,329916,,,,,,,56861254,20182524,48679176,0,17716572,0
FACE TOTAL,FACE CARE - ANTIPIGMENT,DEPIWHITE CR.DIA SPF20   40ML X 1,DEPIWHITE (A6C),DEPIWHITE,ACM LABORATOIRE,POPULAR,104000,,,,,,,,,,,,,,,,,,,,,,,,104000,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIPIGMENT,DUCRAY MELASCREEN CREMA NOCHE   50ML X 1,DUCRAY MELASCREEN (PC6),DUCRAY,PERCOS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIPIGMENT,EUCERIN ANTI-PIGM. CR M A/M F30   75ML X 1,EUCERIN ANTI-PIGM. (BEI),EUCERIN,BEIERSDORF,POPULAR,,,,,174156,1799756,3021810,7679529,3921833,5357276,4763780,7934472,8438829,8583300,8846814,11166331,16680660,17290728,18928482,16819218,20381504,25690850,16447329,14331798,34652612,183605843,18055528,56469977,12698252,30779127
FACE TOTAL,FACE CARE - ANTIPIGMENT,LIFTACTIV SUPREME S30V10CS3E10    X 1,LIFTACTIV SUPREME (VCY),VICHY,VICHY,POPULAR,,,,,,,,,,,,,,,,,,3900004,3064292,8226020,1147062,1310928,163866,,0,17812172,0,1474794,0,163866
FACE TOTAL,FACE CARE - ANTIPIGMENT,LIGTH EYES GEL DAR.CIRC   15ML X 1,LIGTH EYES (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,190696,422480,,98572,243204,144634,,49286,,49286,49286,,,,,,,49286,,,,,,,1247444,49286,98572,0,49286,0
FACE TOTAL,FACE CARE - ANTIPIGMENT,UNITONE 4 CREMA   30ML X 1,UNITONE 4 (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,504248,,242858,282196,282196,,128613,160767,,454068,164688,,164688,,,,,,131750,164688,,,329376,,2219634,790502,618756,329376,164688,329376
FACE TOTAL,FACE CARE - CLEANSING,CETAPHIL CR EXF UL RO   178ML X 1,CETAPHIL (GLD),GALDERMA,GALDERMA,POPULAR,9869265,17979336,10622478,8716188,11317124,8687332,11233950,11314394,8888772,13383855,7870848,4207710,12148876,2027651,1964092,1964248,1396500,377900,155388,271920,65420,,127482,75200,124091252,20574677,25462413,202682,12078558,202682
FACE TOTAL,FACE CARE - CLEANSING,EUCERIN DERMATOCL. GEL LIMPIAD.   200ML X 1,EUCERIN DERMATOCL. (BEI),EUCERIN,BEIERSDORF,POPULAR,8073366,4498920,7069262,9722388,16086600,14180826,19704139,13513776,13445100,16866857,14143160,13617300,13017111,6933740,6841942,4906745,3899760,3063028,2624714,1369416,1329808,954780,1141182,652104,150921694,46734330,44627317,2748066,27760460,1793286
FACE TOTAL,FACE CARE - CLEANSING,MICELLAR SOL ISDIN LOC 4 EN 1   100ML X 1,MICELLAR SOL ISDIN (ISD),ISDIN,ISDIN,POPULAR,175736,18091,78432,45600,3306670,4197918,6068660,3478530,2833485,4550001,3190730,3612279,5935260,5352974,6932100,7859590,11215370,9675368,11840790,6158510,6669786,4401150,3491136,5502016,31556132,85034050,11353010,13394302,6803009,8993152
FACE TOTAL,FACE CARE - CLEANSING,PURETE THERM.DES.I LECHE-GEL   200ML X 1,PURETE THERM.DES.I (VCY),VICHY,VICHY,POPULAR,2962076,1561923,1920135,1720620,2201511,2457708,1860630,1855542,3245997,3329975,1851276,2995638,3254327,2842965,2566260,2045960,4741025,2309376,3786832,4477952,2391520,5017874,2215310,2778242,27963031,38427643,8176889,10011426,4846914,4993552
FACE TOTAL,FACE CARE - CLEANSING,PURETE THERM.EXFOL CREMA EXFOLI   75ML X 1,PURETE THERM.EXFOL (VCY),VICHY,VICHY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - CLEANSING,SENSYLIA AGUA MICELAR   250ML X 1,SENSYLIA (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,73715,73715,245716,294860,51600,,132686,132686,46975,147170,46975,,46975,46975,46975,,57845,173535,44332,,44332,,103282,51641,1246098,615892,194145,154923,46975,154923
FACE TOTAL,FACE CARE - HIDRATACION,HYDRASKIN CREMA FACE   60G X 1,HYDRASKIN (P7D),PHARMADERM,PHARMADERM,POPULAR,228729568,186433278,217940830,167775720,208997355,144075105,196573440,201987387,137613440,203197144,181809438,159610165,218912306,182258208,205593318,255025518,209931664,225567000,268244702,220140624,233211063,310477896,256547250,282273950,2234742870,2868183499,544616747,849299096,341419603,538821200
FACE TOTAL,FACE CUIDADO ESPECIFICO,NORMADERM CR.IMP/H.F30   50ML X 1,NORMADERM (VCY),VICHY,VICHY,POPULAR,193756,132028,132028,96878,69315,970410,485205,273100,485205,485205,136154,2583900,2480150,2530920,1174613,1066720,945967,549370,219748,68902,,,68902,68902,6043184,9174194,3205259,137804,2720054,137804
FACE TOTAL,FACE CUIDADO ESPECIFICO,RUBORIL EXPERT M GEL CREMA   40ML X 1,RUBORIL EXPERT M (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,800752,1959698,2624239,4511200,3503828,1739970,3022752,722892,2979170,2924264,1706094,1531079,1679548,880380,801372,1163808,1805910,1370300,1143744,1019410,2298720,1792584,1624380,1423656,28025938,17003812,6161437,4840620,3237173,3048036
FACE TOTAL,FACE CUIDADO ESPECIFICO,RUBORIL EXPERT S CREMA   40ML X 1,RUBORIL EXPERT S (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,862463,1273760,104596,818634,697305,2994628,251028,2855410,3928866,1763025,150493,1377090,677215,902958,601972,961317,1220868,421380,1021846,1203939,1100744,1565290,306252,749880,17077298,10733661,3290608,2621422,1527583,1056132
FACE TOTAL,FACE CUIDADO ESPECIFICO,SENSIBIO FORTE CREMA   40ML X 1,SENSIBIO FORTE (BDM),BIODERMA,BIODERMA,POPULAR,4339212,3050350,4154880,4765230,4551840,4750950,4723615,5739748,4240376,5714874,4924985,3993853,6194041,5620139,5718178,4899536,6078492,5099157,7280420,4373142,6037337,7966726,5307179,6532428,54949913,71106775,14633712,19806333,8918838,11839607
FACE TOTAL,FACE TOTAL-ANTIEDAD,ISDINCEUTICS AFC+AR+KE+AM    X 1,ISDINCEUTICS (ISD),ISDIN,ISDIN,POPULAR,,656224,,,,,,,,,,,,,,,,,,,,,,,656224,0,0,0,0,0
SUN,SUN BODY,EUCERIN BODY SP.T/S.FPS50   200ML X 1,EUCERIN BODY (BEI),EUCERIN,BEIERSDORF,POPULAR,13345248,5653700,10806016,18087735,26397210,19064700,18214744,13812876,9192036,12262485,7591920,4188330,5107804,3046620,1518622,542365,175710,150600,,,,,,,158617000,10541721,24042735,0,11780250,0
SUN,SUN BODY,FILTROSOL LOC.   100ML X 1,FILTROSOL (MLB),ROEMMERS,MEGALABS,POPULAR,85386,,63782,63782,,,,67814,,67815,,,,,,,,54265,,,,,,,348579,54265,67815,0,0,0
SUN,SUN BODY,FILTROSOL SPRAY SPF50+   100ML X 1,FILTROSOL (MLB),ROEMMERS,MEGALABS,POPULAR,,,,,82000,,,,,,,,,,,,,,,,,,,,82000,0,0,0,0,0
SUN,SUN BODY,UMBRELLA E.RA MAXF100   60G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,27708928,20201316,20492110,39547603,41494752,32562972,33662271,43676160,35329922,49673375,53739714,36730512,35819636,34721038,31748308,48638271,41671398,38299196,39285796,31160295,29203399,52717680,49639052,43496960,434819635,476401029,140143601,145853692,90470226,93136012
SUN,SUN FACE,ADERMA CR P FR SP50   40ML X 1,ADERMA (PC6),PERCOS,PERCOS,POPULAR,736106,204656,747000,298800,,224100,,,,,,,,,,,,,,,,,,,2210662,0,0,0,0,0
SUN,SUN FACE,BLUSUN SKIN FORTE CR BLQ FPS60   60G X 1,BLUSUN SKIN FORTE (LKA),LAB.BKMPHARMA,LAB.BKMPHARMA,POPULAR,716040,698975,698564,987624,1095547,862425,764680,1089328,1417600,1144021,1217781,1427712,2260026,2072136,1255496,1031140,1798281,1427736,1601910,1757110,1391824,1997330,1454148,2124144,12120297,20171281,3789514,5575622,2645493,3578292
SUN,SUN FACE,EUCERIN SUN GCR OC TS 50   50ML X 1,EUCERIN SUN (BEI),EUCERIN,BEIERSDORF,POPULAR,299545192,171481520,242380746,285318612,392689010,448296920,325596140,416986362,460997855,549083145,553082645,540865194,611707593,668653656,679382568,753976439,829312836,765226320,795775952,614204900,778175648,927780700,914256322,1124443320,4686323341,9462896254,1643030984,2966480342,1093947839,2038699642
SUN,SUN FACE,FILTRODERM CREMA SPF 40   60G X 1,FILTRODERM (FCO),QUIPROPHARMA,FARMA DE COLOMBIA,POPULAR,608740,443896,716720,122800,122800,509994,597116,447520,628712,1419168,770512,924370,482280,345216,,208200,138800,69400,,138800,,,,,7312348,1382696,3114050,0,1694882,0
SUN,SUN FACE,FOTOPROT ISDIN FL F MI F50+   50ML X 1,FOTOPROT ISDIN (ISD),ISDIN,ISDIN,POPULAR,5608716,7543942,7150080,11045412,17025129,17139788,16818690,14404390,13983376,17793432,17903358,13649423,17204707,18915975,16059316,17809308,25272130,21478930,20217876,17661980,20404292,31348624,29926216,30134727,160065736,266434081,49346213,91409567,31552781,60060943
SUN,SUN FACE,FOTOPROT ISDIN LOC EXT F50+   125ML X 1,FOTOPROT ISDIN (ISD),ISDIN,ISDIN,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
SUN,SUN FACE,FOTOPROT ISDIN ULTRA 90+   50ML X 1,FOTOPROT ISDIN (ISD),ISDIN,ISDIN,POPULAR,89000,295401,295401,98467,83992,59872,,,,,,,70071,,,,,,,,,,,84998,922133,155069,0,84998,0,84998
SUN,SUN FACE,HELIOCARE 360 MI T F+EN AQ    X 1,HELIOCARE 360 (MVE),HELIOCARE,MEDIVELIUS,POPULAR,,,,,,143192,,,,,,,,,,,,145400,,,,,145400,286000,143192,576800,0,431400,0,431400
SUN,SUN FACE,PHOTODERM MAX CREMA SPF100   40ML X 1,PHOTODERM MAX (BDM),BIODERMA,BIODERMA,POPULAR,18121600,8349600,15312783,21932846,18266850,15982917,21555692,26205832,23506546,16223382,11285604,10519243,8932844,6864088,5441410,5221508,3999780,3473967,2441275,1651050,527568,1605904,519834,557605,207262895,41236833,38028229,2683343,21804847,1077439
SUN,SUN FACE,PLIANCE CR FAC A/EDA   30G X 1,PLIANCE (MLB),ROEMMERS,MEGALABS,POPULAR,1348611,407646,230084,951174,230084,122185,679410,345126,407646,291874,575210,679410,271764,,,,291874,,145937,,,,,,6268460,709575,1546494,0,1254620,0
SUN,SUN FACE,SOL-OR ULTR.FPS50+ GEL.   60G X 1,SOL-OR ULTR.FPS50+ (QFA),QUIFARMA,QUIFARMA,POPULAR,2070288,2152890,1747222,1803518,3049866,1972152,2792416,2725932,2304666,3905154,2426312,2791404,2248323,2276645,2512374,2098830,2498536,3038724,2951298,2581083,2175570,2609217,3901650,2777840,29741820,31670090,9122870,9288707,5217716,6679490
SUN,SUN FACE,SUNSTOP CR.SPF60 TOT   80G X 1,SUNSTOP (P7D),PHARMADERM,PHARMADERM,POPULAR,46139180,34014200,43504485,38605680,45564934,27842130,51249576,58990524,43066900,72784539,54417755,43062525,55556250,37279129,44632406,55885653,38674608,51157344,62312998,116680080,54537420,80045244,54955596,62581128,559242428,714297856,170264819,197581968,97480280,117536724
SUN,SUN FACE,UMBRELLA EM F50+O K15   135G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,8236424,6145104,5651932,11875050,11429496,12495304,14669036,16938120,8146600,17755930,11412768,8846929,13301685,7080770,7427440,7481354,7890120,3507306,2274056,2515300,1665508,6064974,1570212,406650,133602693,61185375,38015627,8041836,20259697,1976862
SUN,SUN FACE,UMBRELLA EM.INT.S.100   50G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,95007388,77077488,76200852,98964684,110515000,95497443,112113441,125748085,102158078,150180059,116550466,102609150,124977996,103567842,124180862,157172400,129961220,132792296,144499140,123104924,134872320,198885736,140950379,152699800,1262622134,1667664915,369339675,492535915,219159616,293650179
SUN,SUN FACE,UVEBLOCK CR.F50+IN.FL   40ML X 1,UVEBLOCK (S1F),SISCOL FARMA S.A.,SISCOL FARMA S.A.,POPULAR,960615,4914162,1502410,2683170,1652504,2925692,1763532,3668616,1090605,2539791,935264,839120,1657408,833040,722754,1628880,2374120,1357365,1531710,2034050,1326750,1747350,2501330,1330185,25475481,19044942,4314175,5578865,1774384,3831515
SUN,SUN FACE POLVO,HELIOCARE 50FPS PO C O/F C L   10G X 1,HELIOCARE 50FPS (MVE),HELIOCARE,MEDIVELIUS,POPULAR,364605,108846,,,,135199,160650,160650,160650,,642600,610468,481950,136552,257040,297202,321300,,364500,741015,160650,417690,353430,236600,2343668,3767929,1253068,1007720,1253068,590030
SUN,SUN FACE TINTED,ANTHELIOS XL FPS50 G TSC+1MEF+B   50ML X 1,ANTHELIOS XL FPS50 (LRP),LRP,LA ROCHE POSAY,POPULAR,4165452,198420,1316310,478008,,,,,,,,,,,,,,,,,,,,,6158190,0,0,0,0,0
SUN,SUN FACE TINTED,HELIOCARE COLOR GELCREAM LIG   50ML X 1,HELIOCARE COLOR (MVE),HELIOCARE,MEDIVELIUS,POPULAR,440770,272988,324792,304068,866112,310512,896064,885360,466800,728280,714000,788256,731850,285600,928795,1164708,681870,1036490,835380,773500,734825,527280,611064,1112146,6998002,9423508,2230536,2250490,1502256,1723210
SUN,SUN FACE TINTED,PHOTODERM COVER TO CR F50+ T/CL   40ML X 1,PHOTODERM COVER TO (BDM),BIODERMA,BIODERMA,POPULAR,2343840,2337958,2904048,4449830,6046940,5072101,5458768,6836635,5024753,5755032,4653506,7701882,10526732,12960810,13621764,11247243,14999470,19365370,15613136,14088905,18467100,24589110,20768778,22693200,58585293,198941618,18110420,68051088,12355388,43461978
SUN,SUN FACE TINTED,PHOTODERM NUDE TOU CR F50+T/DOR   40ML X 1,PHOTODERM NUDE TOU (BDM),BIODERMA,BIODERMA,POPULAR,3474460,3714576,4284918,4256165,4339494,6020862,4878000,5016114,7868102,6965728,5225858,6610219,6262080,6396912,5634120,6348540,7827204,9488970,6569332,7231113,8498746,10868121,5819010,6765900,62654496,87710048,18801805,23453031,11836077,12584910
BODY,BODY CARE - CRACKED SKIN,AVENE CICALFATE+ CREMA REPARA   40ML X 1,AVENE CICALFATE+ (PC6),AVENE,PERCOS,POPULAR,24414402,29716530,34935557,37173654,94078554,71067885,131929808,76501884,78977952,86209036,72004520,77537000,163362240,88114151,89827832,88315612,95438400,103656098,160488000,93124713,96659525,112313950,242926312,139854435,814546782,1474081268,235750556,495094697,149541520,382780747
BODY,BODY CARE - CRACKED SKIN,DERMALIBOUR CREMA   50ML X 1,DERMALIBOUR (PC6),PERCOS,PERCOS,POPULAR,3258976,2021323,2331030,2385563,2710320,3063468,2085237,3879958,2940339,4076127,3057093,3086416,3125405,2506655,2808008,3548160,3876420,3142480,2723792,3192411,2509667,3081068,3655988,4213098,34895850,38383152,10219636,10950154,6143509,7869086
BODY,BODY CARE - CRACKED SKIN,EUCERIN AQUAPHOR POMADA REPAR   99G X 1,EUCERIN AQUAPHOR (BEI),EUCERIN,BEIERSDORF,POPULAR,27217712,21274080,22733500,22691906,27994059,30202596,29132592,29493440,36470125,25323012,21641970,40816104,39377310,37071255,33729444,39243060,41652720,44966412,43454085,46290177,48856851,55241431,53794125,49378263,334991096,533055133,87781086,158413819,62458074,103172388
BODY,BODY CARE - CRACKED SKIN,URIAGE BARIEDERM CR.REPARADOR   75ML X 1,URIAGE BARIEDERM (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
BODY,BODY CARE - PIEL ATOPICA TRATAMIENTO,ATODERM CR.TUB.HIDRA   500ML X 1,ATODERM (BDM),BIODERMA,BIODERMA,POPULAR,30619976,22012310,27745692,81971280,37430016,34289475,36782400,41008240,34108844,37030224,36133083,35059596,35353626,34588715,38587515,34904480,35847480,32157858,33654852,27244404,27716992,29571418,23579733,28837136,454191136,382044209,108222903,81988287,71192679,52416869
BODY,BODY CARE - PIEL ATOPICA TRATAMIENTO,ATOPEEL CREMA   30ML X 1,ATOPEEL (HEE),HEEL COLOMBIA LTDA,HEEL COLOMBIA LTDA,POPULAR,92679210,84948264,76410640,82825914,104322411,88573098,95631606,94715456,81777570,95681124,82741980,83729625,99786172,84194054,86817640,96975564,93886615,108148975,93262784,82726140,78750252,89586948,74406764,69098601,1064036898,1057640509,262152729,233092313,166471605,143505365
