CATEGORIA,SUBCATEGORIA,PRESENTACION,PRODUCTO,BRAND,LABORATORIO,ETICO/POPULAR,MTH - 202103,MTH - 202104,MTH - 202105,MTH - 202106,MTH - 202107,MTH - 202108,MTH - 202109,MTH - 202110,MTH - 202111,MTH - 202112,MTH - 202201,MTH - 202202,MTH - 202203,MTH - 202204,MTH - 202205,MTH - 202206,MTH - 202207,MTH - 202208,MTH - 202209,MTH - 202210,MTH - 202211,MTH - 202212,MTH - 202301,MTH - 202302,MAT 22,MAT 23,P3M 22,P3M 23,YTD 22,YTD 23
BODY,BODY CARE - PIEL ATOPICA TRATAMIENTO,ADERMA EXOMEGA CRE EMOLIENT   400ML X 1,ADERMA EXOMEGA (PC6),PERCOS,PERCOS,POPULAR,285,222,281,297,636,272,294,312,229,243,136,201,128,200,249,306,263,340,339,380,398,413,300,397,3408,3713,580,1110,337,697
BODY,BODY CARE - PIEL ATOPICA TRATAMIENTO,ADERMA EXOMEGA CREM EM CONT   200ML X 1,ADERMA EXOMEGA (PC6),PERCOS,PERCOS,POPULAR,129,88,127,127,135,134,130,166,108,129,108,164,159,220,136,93,125,92,84,68,53,93,55,71,1545,1249,401,219,272,126
BODY,BODY CARE - PIEL ATOPICA TRATAMIENTO,DERMIFANT GEL SU DU/BA   500ML X 1,DERMIFANT (IUK),DERMIFANT,INMUNOTEK,POPULAR,,,,,1,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
BODY,BODY CARE - PIEL SECA UREA,EUCERIN UREA CR.PIES 10% 100ML X 1,EUCERIN UREA (BEI),EUCERIN,BEIERSDORF,POPULAR,243,174,182,235,200,204,210,268,177,225,224,253,129,213,227,205,227,199,251,152,180,237,200,230,2595,2450,702,667,477,430
BODY,BODY CARE - PIEL SECA UREA,UREADIN PODO GEL OIL   75ML X 1,UREADIN (ISD),ISDIN,ISDIN,POPULAR,231,160,178,179,363,223,285,282,233,280,314,292,297,322,320,307,435,400,419,367,386,467,449,524,3020,4693,886,1440,606,973
BODY,BODY CARE - PIEL SECA UREA,UREADIN RX 20 CRE U/HI EM 20% 100ML X 1,UREADIN RX 20 (ISD),ISDIN,ISDIN,POPULAR,65,82,78,97,236,128,114,162,91,116,163,144,147,158,185,161,258,229,237,220,196,266,239,331,1476,2627,423,836,307,570
BODY,BODY CARE - PIEL SENSIBLE TRATAMIENTO,CERAVE CR REPA MANO   50ML X 1,CERAVE (L/O),CERAVE,LOREAL,POPULAR,,,,,,,,,,,108,320,285,344,361,368,459,499,596,561,531,792,632,785,428,6213,428,2209,428,1417
BODY,BODY CARE - PIEL SENSIBLE TRATAMIENTO,DHEMS CR.HIDR.CORP   200ML X 1,DHEMS (PC6),DHEMS,PERCOS,POPULAR,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,0,0,0,0
BODY,BODY CARE - PIEL SENSIBLE TRATAMIENTO,HYDRAMED GEL OIL   475ML X 1,HYDRAMED (S2D),SKIN DRUG,SKIN DRUG,POPULAR,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0,6,0,4,0,2
BODY,BODY CLEANSING - PIEL ATOPICA LIMPIEZA,HYDRAMED CR EMO CORPO   500G X 1,HYDRAMED (S2D),SKIN DRUG,SKIN DRUG,POPULAR,,,2,30,30,12,76,53,59,58,47,88,41,36,39,28,34,43,38,29,51,32,56,36,455,463,193,124,135,92
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,EUCERIN PH5 BARRA SYNDET   100G X 1,EUCERIN PH5 (BEI),EUCERIN,BEIERSDORF,POPULAR,747,475,309,241,465,720,761,803,767,851,675,814,815,742,849,759,740,694,862,625,816,799,720,705,7628,9126,2340,2224,1489,1425
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,SALILEX BARRA   120G X 1,SALILEX (MLB),ROEMMERS,MEGALABS,POPULAR,1531,1525,1376,1447,1513,1300,1416,1392,1267,1401,1256,1256,1328,1180,1247,1299,1234,1225,1063,958,944,1006,976,841,16680,13301,3913,2823,2512,1817
FACE TOTAL,ACNE CARE,EFFACLAR DUO GEL (+)SPF30   40ML X 1,EFFACLAR DUO (LRP),LRP,LA ROCHE POSAY,POPULAR,161,126,104,103,207,122,169,151,133,138,152,131,171,214,170,125,240,173,178,200,154,200,258,117,1697,2200,421,575,283,375
FACE TOTAL,ACNE CARE,EFFACLAR H HID.COM.CALM   40ML X 1,EFFACLAR H (LRP),LRP,LA ROCHE POSAY,POPULAR,58,74,51,67,87,79,82,79,77,80,112,80,54,53,42,38,19,9,9,13,1,5,7,2,926,252,272,14,192,9
FACE TOTAL,ACNE CLEANSING,AVENE CLEANANCE BARRA   100G X 1,AVENE CLEANANCE (PC6),AVENE,PERCOS,POPULAR,351,341,448,371,417,405,412,473,378,503,361,354,454,545,504,504,615,532,483,503,501,647,502,475,4814,6265,1218,1624,715,977
FACE TOTAL,ACNE CLEANSING,SKIN CLINIC GEL EXFO SCR   200ML X 1,SKIN CLINIC (S1K),SKIN CLINIC,SKIN CLINIC,POPULAR,,,,,,,,,,,,,,,,1,1,,3,3,5,3,2,1,0,19,0,6,0,3
FACE TOTAL,FACE CARE - AGUAS TERMALES,AVENE A-OXITIVE K SER+L100ML   30ML X 1,AVENE A-OXITIVE (PC6),AVENE,PERCOS,POPULAR,,,,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE A-OXITIVE SERUM   30ML X 1,AVENE A-OXITIVE (PC6),AVENE,PERCOS,POPULAR,314,241,273,195,286,218,288,403,289,348,283,299,307,340,369,447,445,584,519,514,494,731,501,607,3437,5858,930,1839,582,1108
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE DERMABSOLU SERUM ESENCI   30ML X 1,AVENE DERMABSOLU (PC6),AVENE,PERCOS,POPULAR,55,33,40,59,54,40,81,91,69,90,46,82,71,78,85,114,98,55,94,83,99,112,52,90,740,1031,218,254,128,142
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE PHYSIOLIFT CR.CON+MI+SO   15ML X 1,AVENE PHYSIOLIFT (PC6),AVENE,PERCOS,POPULAR,,,,,,,,,,,,,,2,,,,,,,,,,,0,2,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE SERENAGE CREMA DIA   40ML X 1,AVENE SERENAGE (PC6),AVENE,PERCOS,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,AVENE YSTHEAL CREMA 0.05% 30ML X 1,AVENE YSTHEAL (PC6),AVENE,PERCOS,POPULAR,1,1,,,,,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,CETAPHIL WA GE HI RES   48G X 1,CETAPHIL (GLD),GALDERMA,GALDERMA,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,71,0,71,0,71,0,71
FACE TOTAL,FACE CARE - ANTIEDAD,DHEMS VIT C BOOST   50ML X 1,DHEMS (PC6),DHEMS,PERCOS,POPULAR,183,168,204,247,253,235,170,166,198,196,128,120,158,166,144,181,192,126,224,136,171,212,125,159,2268,1994,444,496,248,284
FACE TOTAL,FACE CARE - ANTIEDAD,ENDOCARE AMP C PUR CO   1ML X 14,ENDOCARE (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,,,,,1,1,2,4,,,,,3,,1,1,,,,,,,,,8,5,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,ENDOCARE SPR.OJO LABI   15ML X 1,ENDOCARE (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,1,1,3,2,,1,2,,1,,,2,,,,1,3,,,,1,1,,,13,6,2,1,2,0
FACE TOTAL,FACE CARE - ANTIEDAD,EUCERIN HYALU.FIL CONT.OJOS   15ML X 1,EUCERIN HYALU.FIL (BEI),EUCERIN,BEIERSDORF,POPULAR,485,431,522,755,515,389,647,557,1066,602,446,490,569,552,1528,569,620,466,680,518,538,682,427,548,6905,7697,1538,1657,936,975
FACE TOTAL,FACE CARE - ANTIEDAD,EUCERIN HYALU.FIL CR ANT EDAD   52G X 1,EUCERIN HYALU.FIL (BEI),EUCERIN,BEIERSDORF,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,FLUIDBASE K CRE ANT OJ   20ML X 1,FLUIDBASE K (PC6),PERCOS,PERCOS,POPULAR,1,1,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,MINERAL 89 SER PRE FRAC   30ML X 1,MINERAL 89 (VCY),VICHY,VICHY,POPULAR,,,,,28,44,75,83,114,105,126,177,268,226,243,246,329,266,385,337,361,458,948,389,752,4456,408,1795,303,1337
FACE TOTAL,FACE CARE - ANTIEDAD,RENUEVE-C AMP.   5ML X 6,RENUEVE-C (SU2),SUIPHAR,SUIPHAR,POPULAR,,1,,1,2,,,3,,1,3,,,,,,,,,,,,,,11,0,4,0,3,0
FACE TOTAL,FACE CARE - ANTIEDAD,RETI AGE GEL CONT OJO   15ML X 1,RETI AGE (S.D),SESDERMA,SESDERMA,POPULAR,124,59,63,149,91,104,41,45,168,58,67,62,74,59,87,65,65,87,105,52,90,94,61,64,1031,903,187,219,129,125
FACE TOTAL,FACE CARE - ANTIEDAD,RETINOL B3 SE 30+HB5 10   40ML X 1,RETINOL B3 (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,1,162,18,8,50,104,33,11,15,7,2,3,2,46,75,21,19,7,3,376,211,187,29,137,10
FACE TOTAL,FACE CARE - ANTIEDAD,SUBSTIANE OJOS CR.TRAT.OJOS   15ML X 1,SUBSTIANE OJOS (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIPIGMENT,DUCRAY MELASCREEN CRA LIG.F50   40ML X 1,DUCRAY MELASCREEN (PC6),DUCRAY,PERCOS,POPULAR,41,24,35,9,57,35,33,42,48,49,27,20,23,61,39,33,50,28,31,95,60,33,22,22,420,497,96,77,47,44
FACE TOTAL,FACE CARE - ANTIPIGMENT,EUCERIN ANTI-PIGM. FLUIDO FP30   50ML X 1,EUCERIN ANTI-PIGM. (BEI),EUCERIN,BEIERSDORF,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - CLEANSING,ALSACE LECHE LIM FA   120ML X 1,ALSACE (EQE),EPIDERMIQUE,EPIDERMIQUE,POPULAR,,,,,,,,,,,,,1,1,,,,1,1,1,,,1,1,0,7,0,2,0,2
FACE TOTAL,FACE CARE - CLEANSING,MICELAR SOLN FISIOLO   200ML X 1,MICELAR (LRP),LRP,LA ROCHE POSAY,POPULAR,83,70,73,53,94,86,107,85,87,93,65,58,64,46,62,18,22,57,37,40,48,43,37,31,954,505,216,111,123,68
FACE TOTAL,FACE CARE - CLEANSING,PURETE THERM.DETOX LOCION   200ML X 1,PURETE THERM.DETOX (VCY),VICHY,VICHY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - CLEANSING,PURETE THERMALE GEL LIMP FAC   200ML X 1,PURETE THERMALE (VCY),VICHY,VICHY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - CLEANSING,SENSIBIO H2O SOLN.DESMAQ   100ML X 1,SENSIBIO H2O (BDM),BIODERMA,BIODERMA,POPULAR,394,284,248,459,309,303,329,461,380,570,366,410,428,499,479,512,593,556,539,483,458,619,519,428,4513,6113,1346,1566,776,947
FACE TOTAL,FACE CARE - HIDRATACION,DHEMS C.HD F DA 30   40ML X 1,DHEMS (PC6),DHEMS,PERCOS,POPULAR,115,73,61,52,95,95,88,90,90,118,66,110,111,86,93,105,152,108,136,117,104,193,100,90,1053,1395,294,383,176,190
FACE TOTAL,FACE CARE - HIDRATACION,DHEMS CREMA HI INT   50ML X 1,DHEMS (PC6),DHEMS,PERCOS,POPULAR,,,,,,,,,,,,,,,,,,,,,84,27,83,89,0,283,0,199,0,172
FACE TOTAL,FACE CUIDADO ESPECIFICO,AVENE TOLERANCIA CR.EXTREMA   50ML X 1,AVENE TOLERANCIA (PC6),AVENE,PERCOS,POPULAR,7,2,5,2,2,2,1,1,,4,3,2,1,3,2,1,,,1,,,,,,31,8,9,0,5,0
FACE TOTAL,FACE CUIDADO ESPECIFICO,CETAPHIL DERM.HID.F30   118ML X 1,CETAPHIL (GLD),GALDERMA,GALDERMA,POPULAR,383,432,446,415,460,359,386,444,360,454,363,445,633,495,480,509,550,523,489,502,506,636,717,889,4947,6929,1262,2242,808,1606
SUN,SUN BODY,ANTHELIOS 50 SPRAY.DERMOP   200ML X 1,ANTHELIOS 50 (LRP),LRP,LA ROCHE POSAY,POPULAR,248,116,115,154,267,204,165,244,160,401,261,203,221,277,217,305,367,245,205,289,191,482,328,317,2538,3444,865,1127,464,645
SUN,SUN BODY,AVENE SOLAR 50 CR.COP.FPS50   10G X 1,AVENE SOLAR 50 (PC6),AVENE,PERCOS,POPULAR,36,28,18,34,22,15,34,30,18,38,26,14,24,28,27,42,29,18,22,21,21,48,18,34,313,332,78,100,40,52
SUN,SUN BODY,PLIANCE LE COR A/EDA   120ML X 1,PLIANCE (MLB),ROEMMERS,MEGALABS,POPULAR,4,1,,,,,2,1,6,1,,,,,,,,,,,,,,,15,0,1,0,0,0
SUN,SUN BODY,SUNAID PLUS LOC.SPRAY   100G X 1,SUNAID PLUS (N7D),NOVADERMA,NOVADERMA,POPULAR,244,207,195,243,282,254,300,327,268,326,325,268,295,250,237,358,353,331,355,303,338,436,303,308,3239,3867,919,1047,593,611
SUN,SUN FACE,ANTHELIOS XL FPS50 G T/S+2MEF50   50ML X 1,ANTHELIOS XL FPS50 (LRP),LRP,LA ROCHE POSAY,POPULAR,23,46,35,2,217,323,610,82,13,6,3,,,127,164,83,6,46,39,13,277,536,145,116,1360,1552,9,797,3,261
SUN,SUN FACE,EUCERIN SUN FL CO PI F50   50ML X 1,EUCERIN SUN (BEI),EUCERIN,BEIERSDORF,POPULAR,775,528,749,872,1418,1171,1315,766,1363,1730,1837,1891,1611,1828,2499,2452,2914,3951,2618,2457,2385,3129,3236,3115,14415,32195,5458,9480,3728,6351
SUN,SUN FACE,FOTOPROT ISDIN FL FW UR F30   50ML X 1,FOTOPROT ISDIN (ISD),ISDIN,ISDIN,POPULAR,203,413,225,415,427,277,582,522,409,567,461,420,474,577,566,509,710,636,661,756,834,1218,1138,908,4921,8987,1448,3264,881,2046
SUN,SUN FACE,PHOTODERM M CREMA FPS50   40ML X 1,PHOTODERM M (BDM),BIODERMA,BIODERMA,POPULAR,33,23,12,47,33,33,26,31,44,19,7,72,37,42,61,39,40,42,26,30,13,2,2,69,380,403,98,73,79,71
SUN,SUN FACE,SOL-OR CR G BR F50+   100G X 1,SOL-OR (QFA),QUIFARMA,QUIFARMA,POPULAR,,,,,,,,,,,,,,,49,369,1825,1751,1669,2049,2281,2805,2379,2683,0,17860,0,7867,0,5062
SUN,SUN FACE,SOL-OR CR G BR F50+   60G X 1,SOL-OR (QFA),QUIFARMA,QUIFARMA,POPULAR,,,,,,,,,,,,,,,51,632,944,923,697,1025,1201,1478,1405,1403,0,9759,0,4286,0,2808
SUN,SUN FACE,SUNFACE GEL FPS30   80G X 1,SUNFACE (P7D),PHARMADERM,PHARMADERM,POPULAR,29,21,26,16,17,29,33,34,27,24,23,9,31,12,18,37,20,3,18,15,19,18,15,18,288,224,56,51,32,33
SUN,SUN FACE,SUNFEEL CR BLQ FPS30   60G X 1,SUNFEEL (SA-),SADERMA,SADERMA,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
SUN,SUN FACE,SUNSTOP CR.TO.AN.F50   80G X 1,SUNSTOP (P7D),PHARMADERM,PHARMADERM,POPULAR,,,,,,,,,,,1,,,2,1,,,1,,1,2,,,,1,7,1,0,1,0
SUN,SUN FACE,UMBRELLA GE.60+MAX.15   75G X 1,UMBRELLA (MLB),ROEMMERS,MEGALABS,POPULAR,53,39,21,28,30,31,24,16,6,,4,3,1,1,,3,2,,,,1,,1,,255,9,7,1,7,1
SUN,SUN FACE POLVO,PLIANCE PO CO CL F50   11G X 1,PLIANCE (MLB),ROEMMERS,MEGALABS,POPULAR,1,,1,2,,4,3,1,4,2,2,1,,,,,,2,,,,,,,21,2,5,0,3,0
SUN,SUN FACE POLVO,PLIANCE PO CO OS F50   11G X 1,PLIANCE (MLB),ROEMMERS,MEGALABS,POPULAR,1,,,,1,,,,,,,,,,,,,,,1,,,,,2,1,0,0,0,0
SUN,SUN FACE TINTED,PHOTODERM COVER TO CR F50+T/DOR   40ML X 1,PHOTODERM COVER TO (BDM),BIODERMA,BIODERMA,POPULAR,21,17,14,19,53,42,42,34,59,78,52,42,77,108,118,161,216,180,196,180,152,242,212,175,473,2017,172,629,94,387
SUN,SUN KIDS,FOTOPROT ISDIN TRA.PED.WET   250ML X 1,FOTOPROT ISDIN (ISD),ISDIN,ISDIN,POPULAR,90,49,52,88,161,89,86,134,89,207,164,107,179,306,85,208,268,186,160,205,184,362,229,229,1316,2601,478,820,271,458
SUN,SUN KIDS,SOL-OR INFA.FPS50+ CREMA SENSIT   60G X 1,SOL-OR INFA.FPS50+ (QFA),QUIFARMA,QUIFARMA,POPULAR,136,101,115,132,166,123,109,138,103,117,131,111,115,122,114,108,141,125,127,98,135,168,142,382,1482,1777,359,692,242,524
BODY,BODY CARE - CRACKED SKIN,AVENE CICALFATE+ CREMA REPARA   100ML X 1,AVENE CICALFATE+ (PC6),AVENE,PERCOS,POPULAR,,,,,6,,124,19,8,24,17,16,26,24,39,38,28,20,30,31,23,53,22,30,214,364,57,105,33,52
BODY,BODY CARE - CRACKED SKIN,CICAPLAST CR 50+A T 50    X 1,CICAPLAST (LRP),LRP,LA ROCHE POSAY,POPULAR,81,32,43,75,84,23,12,9,2,8,,,1,,,,,,,,,,,,369,1,8,0,0,0
BODY,BODY CARE - PIEL ATOPICA TRATAMIENTO,ALITOPIC CR.EMOL.   250ML X 1,ALITOPIC (A4N),AULEN PHARMA,AULEN PHARMA,POPULAR,21,15,28,44,46,66,78,70,63,41,56,50,39,175,65,63,66,56,47,74,47,68,25,24,578,749,147,117,106,49
BODY,BODY CARE - PIEL ATOPICA TRATAMIENTO,ATODERM INTENSIVE BAUME   500ML X 1,ATODERM INTENSIVE (BDM),BIODERMA,BIODERMA,POPULAR,319,192,292,214,268,252,319,301,340,402,306,356,339,358,333,444,484,494,613,574,601,823,656,712,3561,6431,1064,2191,662,1368
BODY,BODY CARE - PIEL ATOPICA TRATAMIENTO,EUCERIN DRY SKIN BAL.CAL.ATOP   200ML X 1,EUCERIN DRY SKIN (BEI),EUCERIN,BEIERSDORF,POPULAR,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
BODY,BODY CARE - PIEL ATOPICA TRATAMIENTO,NUTRATOPIC PRO-AMP CR EMO P/REA   200ML X 1,NUTRATOPIC PRO-AMP (ISD),ISDIN,ISDIN,POPULAR,73,93,78,100,140,113,99,111,92,104,102,95,122,78,95,109,114,108,81,97,103,125,127,103,1200,1262,301,355,197,230
BODY,BODY CARE - PIEL SECA TRATAMIENTO,AVENE TRIXERA LECHE   200ML X 1,AVENE TRIXERA (PC6),AVENE,PERCOS,POPULAR,58,44,45,113,49,46,45,54,27,74,56,57,39,38,50,38,42,38,95,84,67,109,51,83,668,734,187,243,113,134
BODY,BODY CARE - PIEL SECA TRATAMIENTO,TYROIDT CR.ULT.HUMEC   200G X 1,TYROIDT (ABT),LAFRANCOL,ABBOTT,POPULAR,4,5,2,1,,,1,,,,1,,,,1,,,1,,,,,,,14,2,1,0,1,0
BODY,BODY CLEANSING - PIEL ATOPICA LIMPIEZA,LIPIKAR SURGRAS JABON BARRA   80G X 1,LIPIKAR SURGRAS (LRP),LRP,LA ROCHE POSAY,POPULAR,7,1,2,4,,,1,1,,,,,,,,,,,,,,,,,16,0,0,0,0,0
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,EUCERIN PH5 GEL DUC SYND   400ML X 1,EUCERIN PH5 (BEI),EUCERIN,BEIERSDORF,POPULAR,,,,,,,,,,,,,,,,,,,37,214,145,232,206,198,0,1032,0,636,0,404
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,GENOCUTAN GEL   250ML X 1,GENOCUTAN (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,12,12,13,15,23,15,25,16,23,24,22,30,32,19,35,23,25,25,29,27,20,23,32,27,230,317,76,82,52,59
BODY,BODY CLEANSING - PIEL SENSIBLE LIMPIEZA,SANDET GEL LIMP FAC   250ML X 1,SANDET (SA-),SASDERMA,SADERMA,POPULAR,3,5,2,10,3,1,7,2,,5,5,1,7,1,2,5,1,,1,,2,1,6,4,44,30,11,11,6,10
BODY,LIP CARE,SUNSTOP PROTECT.LABI   4.5G X 1,SUNSTOP (P7D),PHARMADERM,PHARMADERM,POPULAR,96,85,83,107,123,101,110,127,92,116,84,80,92,97,100,161,130,151,180,124,122,163,142,177,1204,1639,280,482,164,319
BODY,LIP CARE,URIAGE BARIESUN STI LABI F30   4G X 1,URIAGE BARIESUN (MVE),MEDIVELIUS,MEDIVELIUS,POPULAR,24,28,17,21,22,12,13,13,16,26,10,13,10,17,16,40,38,41,27,20,24,39,30,39,215,341,49,108,23,69
FACE TOTAL,ACNE CARE,AVENE CLEANANCE EMUL.SP50   50ML X 1,AVENE CLEANANCE (PC6),AVENE,PERCOS,POPULAR,263,267,182,172,314,247,218,293,268,335,172,229,173,417,309,393,419,332,388,361,384,558,463,522,2960,4719,736,1543,401,985
FACE TOTAL,ACNE CLEANSING,NORMADERM BARRA   70G X 1,NORMADERM (VCY),VICHY,VICHY,POPULAR,1,2,2,7,6,21,14,14,8,11,34,132,60,67,80,100,124,130,142,131,100,157,101,51,252,1243,177,309,166,152
FACE TOTAL,ACNE CLEANSING,SEBIUM GEL MOUS ACT   100ML X 1,SEBIUM (BDM),BIODERMA,BIODERMA,POPULAR,,,,,,,,,,,,,2,,2,1,1,1,5,1,,3,1,1,0,18,0,5,0,2
FACE TOTAL,ACNE CLEANSING,SEBIUM SO MI H2O PO   500ML X 1,SEBIUM (BDM),BIODERMA,BIODERMA,POPULAR,157,128,156,203,196,158,167,189,201,227,179,210,228,248,206,239,241,240,204,241,225,273,323,250,2171,2918,616,846,389,573
FACE TOTAL,FACE CARE - AGUAS TERMALES,AVENE AGUA TERMAL AEROSOL   50ML X 1,AVENE AGUA TERMAL (PC6),AVENE,PERCOS,POPULAR,426,360,342,363,469,427,415,586,449,639,471,471,463,581,588,626,805,620,627,779,649,897,736,940,5418,8311,1581,2573,942,1676
FACE TOTAL,FACE CARE - ANTIEDAD,AZELAC GEL HIDR.MOI   50ML X 1,AZELAC (S.D),SESDERMA,SESDERMA,POPULAR,40,65,42,62,20,47,21,24,26,22,34,28,21,25,31,41,29,33,38,35,53,45,29,28,431,408,84,102,62,57
FACE TOTAL,FACE CARE - ANTIEDAD,C-VIT SERUM FACIAL   30ML X 1,C-VIT (S.D),SESDERMA,SESDERMA,POPULAR,393,244,407,311,381,506,495,710,462,451,456,452,682,519,617,611,623,690,870,853,762,845,567,904,5268,8543,1359,2316,908,1471
FACE TOTAL,FACE CARE - ANTIEDAD,DHEMS SERUM VIT C   15ML X 1,DHEMS (PC6),DHEMS,PERCOS,POPULAR,1323,882,674,611,725,692,1068,522,815,1485,492,472,837,579,466,566,1960,907,658,531,472,2479,1168,811,9761,11434,2449,4458,964,1979
FACE TOTAL,FACE CARE - ANTIEDAD,EUCERIN HYALU.FIL CR DIA+SU AG   50ML X 1,EUCERIN HYALU.FIL (BEI),EUCERIN,BEIERSDORF,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,EUCERIN HYALU.FIL CR ELAS DIA   50ML X 1,EUCERIN HYALU.FIL (BEI),EUCERIN,BEIERSDORF,POPULAR,487,307,382,450,414,285,713,660,439,627,336,449,619,547,732,689,595,1308,624,511,654,526,732,1842,5549,9379,1412,3100,785,2574
FACE TOTAL,FACE CARE - ANTIEDAD,EUCERIN HYALU.FIL CR N MIX F15   50ML X 1,EUCERIN HYALU.FIL (BEI),EUCERIN,BEIERSDORF,POPULAR,65,54,59,55,62,47,52,53,41,62,31,49,54,23,21,18,10,19,21,7,11,12,3,,630,199,142,15,80,3
FACE TOTAL,FACE CARE - ANTIEDAD,HYALU  B5 SE+10+PVC+RE   30ML X 1,HYALU  B5 (LRP),LRP,LA ROCHE POSAY,POPULAR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
FACE TOTAL,FACE CARE - ANTIEDAD,INSTANT FLASH AMP.   2ML X 5,INSTANT FLASH (ISD),ISDIN,ISDIN,POPULAR,78,50,40,23,63,62,50,67,56,100,36,58,57,52,70,57,67,44,82,58,83,109,65,96,683,840,194,270,94,161
FACE TOTAL,FACE CARE - ANTIEDAD,LIFTACTIV 10 SERUM OJ/PES   15ML X 1,LIFTACTIV 10 (VCY),VICHY,VICHY,POPULAR,,,,,1,10,20,12,7,20,4,8,26,19,9,11,21,8,13,16,12,12,3,11,82,161,32,26,12,14
FACE TOTAL,FACE CARE - ANTIEDAD,LIFTACTIV SUPREME SE HA EP FIL   30ML X 1,LIFTACTIV SUPREME (VCY),VICHY,VICHY,POPULAR,11,6,64,101,173,90,99,86,91,125,102,129,184,240,182,137,206,144,241,199,182,332,230,232,1077,2509,356,794,231,462
FACE TOTAL,FACE CARE - ANTIEDAD,MINERAL 89 GEL HIDRATAN   50ML X 1,MINERAL 89 (VCY),VICHY,VICHY,POPULAR,310,187,227,297,546,386,531,850,789,621,713,823,808,997,581,613,847,672,835,782,755,1478,942,1047,6280,10357,2157,3467,1536,1989
FACE TOTAL,FACE CARE - ANTIEDAD,SESVITAMIN-C CRE-GEL REVI   50ML X 1,SESVITAMIN-C (S.D),SESDERMA,SESDERMA,POPULAR,57,21,36,23,38,43,54,88,54,42,52,50,37,85,62,72,65,87,61,96,68,43,62,53,558,791,144,158,102,115
FACE TOTAL,FACE CARE - ANTIEDAD,SUPLESKIN SER FAC TENS   50ML X 1,SUPLESKIN (A4N),AULEN PHARMA,AULEN PHARMA,POPULAR,,,2,25,22,9,16,20,12,8,13,25,8,8,11,10,13,12,10,17,26,12,12,15,152,154,46,39,38,27
FACE TOTAL,FACE CARE - ANTIPIGMENT,ADERMA EPITHELIALE CR A.H UF50+   40ML X 1,ADERMA EPITHELIALE (PC6),PERCOS,PERCOS,POPULAR,,,,,,,,,,1,7,1,8,56,26,19,14,106,23,76,23,24,12,80,9,467,9,116,8,92
FACE TOTAL,FACE CARE - ANTIPIGMENT,AZELAC RU CR MA F30+   50ML X 1,AZELAC RU (S.D),SESDERMA,SESDERMA,POPULAR,,,,,,,,,,,,,,,,,,1,,1,3,33,11,32,0,81,0,76,0,43
FACE TOTAL,FACE CARE - ANTIPIGMENT,AZELAC RU FLU LUMI F50   50ML X 1,AZELAC RU (S.D),SESDERMA,SESDERMA,POPULAR,3,1,16,15,26,42,46,44,45,48,58,37,61,55,49,55,45,46,45,73,62,65,69,50,381,675,143,184,95,119
