CATEGORIA,SEGMENTO,MARCA,SKU,01/01/2018,01/02/2018,01/03/2018,01/04/2018,01/05/2018,01/06/2018,01/07/2018,01/08/2018,01/09/2018,01/10/2018,01/11/2018,01/12/2018,01/01/2019,01/02/2019,01/03/2019,01/04/2019,01/05/2019,01/06/2019,01/07/2019,01/08/2019,01/09/2019,01/10/2019,01/11/2019,01/12/2019,01/01/2020,01/02/2020,01/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,01/08/2020,01/09/2020,01/10/2020,01/11/2020,01/12/2020,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021,01/12/2021,01/01/2022,01/02/2022,01/03/2022,01/04/2022,01/05/2022,01/06/2022,01/07/2022,01/08/2022,01/09/2022,01/10/2022,01/11/2022,01/12/2022,01/01/2023,01/02/2023,YTD 22,YTD 23
FOTOPROTECTOR,Sun Face,Heliocare,"HELIOCARE 360 CUSH COMP 15G CJx1UN, BEIG",,,,,,,,,,"1,254","1,881","4,765","5,266","4,890","2,759","3,260","2,382","2,884","3,762","3,887","2,382","3,260","4,514","4,389","3,386","7,649","5,141",502,752,"2,508","3,511","2,508","3,887","4,890","5,065","6,270","3,337","2,339","2,171","2,521","1,289","2,232",899,540,425,55,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Heliocare,"HELIOCARE 360 CUSH COMP 15G Cx1UN, BRONZ",,"3,551","9,673","5,143","5,020","3,428","4,041","4,408","3,551","5,388","3,306","8,449","6,490","9,183","5,510","7,347","6,490","4,286","8,449","6,367","4,775","7,224","5,510","8,326","8,449","9,061","3,061","1,469","1,837","3,061","2,571","2,326","3,306","4,898","4,634","4,409","4,499","2,402","2,704","2,901","2,724","1,048","1,708",660,252,108,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE 360 GEL OIL FREE BEIGE FCX50ML,,,,,,,,,,,,,,,,,"1,225","9,695","13,471","12,757","18,982","15,920","18,319","17,808","17,706","21,023","9,134","4,337","4,746","5,103","6,123","8,777","8,317","16,227","28,115","32,348","29,397","20,987","15,041","21,405","24,058","24,134","25,472","28,615","22,127","20,203","13,046","8,314","5,012","1,979","10,940","16,117","39,348","36,629","36,594","36,922","31,394","47,370","13,389","16,392","9,934","7,070",6991,17004
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE 360 GEL OIL FREE BRONZ FCx50ML,,,,,,,,,,,,,,,,,370,"2,430","5,547","4,966","9,350","7,871","9,984","8,399","11,516","12,097","4,173","1,532","1,268","1,796","2,272","2,853","4,279","6,128","10,337","6,838","11,728","7,003","8,019","6,481","7,235","7,618","12,313","11,472","8,354","9,095","6,356",694,512,"7,624","17,629","6,331","11,947","11,587","12,579","10,026","9,675","12,051","4,656","16,239","14,146","11,606",8136,25752
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE 360 MD CR AK FLUID FCOx50ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,"3,173","2,980","6,771","7,589","10,824","17,523","15,470","19,956","22,946","19,266","10,712","6,780","6,873","5,991","5,248","4,352","4,238","6,780","5,500","2,161",207,230,42212,437
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE 360 MINERAL SPF50+ FCOx50ML,,,,,,,,,,430,"2,410","6,112","8,264","7,490","6,112","3,530","3,616","4,477","5,337","4,907","5,854","7,145","6,973","7,576","11,277","15,065","4,563","1,808","2,410","4,477","4,477","2,841","5,337","9,039","10,945","13,007","12,280","8,739","10,906","8,282","6,595","6,600","7,250","8,536","6,311","5,997","6,197","5,408","5,113","3,246","1,987","1,047",787,"2,692","15,241","15,987","18,145","13,734","4,511","2,009","1,422","1,069",8359,2491
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE 360 MINERAL TOLERANCE FCx50ML,,,,,,,,,,,,,,,,,412,"6,434","7,012","8,167","10,476","15,261","12,291","13,034","23,098","15,838","7,094","2,887","2,805","4,702","6,599","7,754","11,549","14,601","12,537","14,555","15,919","9,150","11,875","9,280","9,272","7,998","16,949","14,212","16,763","25,652","11,278","23,790","48,996","46,237","28,750","6,964","4,370","2,572","3,755","8,930","15,556","15,895","11,799","35,911","23,437","22,138",95233,45575
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE 360 PIGMENT CR SPF50 TBO 50ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,868","26,897","55,416",0,82313
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE 360º FLUID CR SPF50+ TBOx50ML,,,,,,,,,,,780,"2,730","3,666","4,290","3,510","3,042","2,964","2,964","3,900","3,666","4,134","4,134","4,290","4,056","4,680","7,722","4,368","1,248","1,170","2,574","3,588","2,808","7,566","10,139","6,191","6,167","7,156","5,723","5,403","6,386","4,043","5,575","7,576","7,249","7,824","6,334","3,912","2,659","3,454","5,485","7,855","5,890","8,196","7,287","7,372","8,852","10,596","13,753","11,221","5,611","4,900","5,301",8939,10201
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE 360º GEL OIL FREE TBOx50ML,,,,,,,,,,"2,932","5,433","11,987","16,041","16,817","13,798","10,780","9,055","10,521","10,780","10,176","10,090","8,883","8,883","15,264","18,800","22,422","5,778","4,916","4,484","8,796","11,642","8,538","19,059","17,248","22,532","23,425","26,193","20,086","22,623","23,534","15,142","15,824","20,171","30,624","27,332","28,899","18,888","11,809","19,641","49,984","45,229","40,496","30,085","33,406","35,763","40,617","44,801","54,817","63,311","51,499","36,432","22,024",69625,58456
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE 360º WATER GEL SPF50+ FCX50ML,,,,,,,,,,,,,,,,,,"1,122","35,112","29,580","34,390","41,605","50,984","67,177","76,556","62,688","32,065","7,375","7,616","9,539","17,716","21,484","39,040","53,068","47,267","56,504","56,916","34,801","42,751","39,307","34,669","32,727","41,895","57,424","61,438","89,554","78,077","88,342","70,287","41,633","41,035","55,177","71,100","50,428","59,530","58,479","57,474","79,409","76,276","96,218","120,992","103,048",111920,224040
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE ADVANC CR SPF50 TBOx50ML,,,,,,,,,,178,"1,249","3,628","5,294","3,510","1,903","1,903","2,379","2,439","2,677","2,915","2,201","1,903","1,844","1,606","1,963","2,855","2,855","1,130",892,654,"1,844",892,892,"1,368",788,"2,731","2,012","1,975","1,779","2,354","1,087","2,066","4,221","3,710","3,556","5,064","2,493","3,152","2,793","3,558","3,030","1,339","3,357","1,965","1,852","2,478","2,352","2,302",695,680,288,450,6351,738
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE ADVANC GEL SPF50 TBOx50ML,,,,,,,,,,62,"1,934","8,362","14,227","9,298","4,430","3,307","2,808","2,371","3,370","3,182","3,869","3,494","3,058","4,680","5,304","9,298","5,366","1,498","1,560","1,810","2,808","2,184","2,184","2,746","5,050","6,415","4,297","4,307","4,010","4,151","3,007","3,656","5,005","7,757","4,968","10,187","7,137","8,093","6,108","5,095","6,913","4,724","5,801","4,492","4,799","6,000","6,206","6,747","7,052","6,051","5,806","7,777",11203,13583
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE COL TSOL F50  50 ML X 1,"9,895","14,416","13,433","11,992","8,126","3,735","4,849","8,257","4,390","12,319","7,405","13,237","5,898","7,929","3,866","6,487","9,043","2,687","4,128","2,949","4,063","3,604","2,818","2,752","2,490","2,228","1,507",655,"1,180",983,"1,900","2,031",983,"1,114",961,628,600,170,294,,,,61,,,,76,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE COLOR GELCREAM LIGHT TBOx50ML,,,,,,,,,,,"1,680","17,025","21,912","6,642","8,780","5,344","7,100","6,413","6,642","6,795","6,413","6,871","7,558","9,314","9,467","14,964","10,001","3,512","3,665","4,734","5,726","5,115","3,665","6,566","7,939","8,732","7,518","6,824","7,152","7,722","7,321","8,061","7,533","16,222","11,508","8,463","3,438","2,047","2,088","8,412","15,231","16,357","12,031","11,687","14,638","12,514","17,277","6,866","1,704","1,011",900,414,10500,1314
FOTOPROTECTOR,Sun Face,Heliocare,"HELIOCARE COLOR GELCREAM TBx50ML, BROWN",,,,,,,,,,228,"1,522","6,013","9,058","4,034","3,273","2,892","3,425","3,273","3,882","4,263","3,349","3,197","3,349","4,567","5,100","8,601","4,186","1,903","1,294","1,751","1,446","1,751","1,446","2,436","3,585","3,254","2,614","2,835","2,763","2,582","2,234","2,917","2,887","4,026","1,986","1,304",279,67,269,"2,926","4,910","3,892","4,934","4,795","4,475","2,019","2,975","2,131",846,569,92,168,3195,260
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE COLOR TOQ DE SOL SPF50 TBx50ML,,,,,,,,,,,485,"3,049","1,802","3,950","1,386","2,217","1,247","1,039",901,"1,455","2,079","2,702","1,871","2,079","1,663","3,395",831,416,346,693,624,901,"1,455","1,178",975,821,"1,455",345,396,208,370,305,671,446,114,639,620,607,287,57,,,,,,,,,,,,,344,0
FOTOPROTECTOR,Sun Face,Heliocare,"HELIOCARE COMP OIL-FRE 10G CJx1UN, BROWN",251,251,251,167,251,84,,418,,502,"2,424","6,186","5,768","4,347","4,765","3,762","5,183","3,260","4,263","4,263","3,762","4,263","5,099","5,851","5,183","6,604","5,601",669,"1,087","1,003","1,588","1,087",836,"1,923","1,992","3,823","2,927","2,264","3,417","2,856","1,840","1,597","3,392","3,514","4,045","5,419","4,860","5,943","4,741","4,927","5,364","3,421","4,372","4,849","6,334","4,563","4,426","5,966","5,552","2,911",914,"3,070",9668,3984
FOTOPROTECTOR,Sun Face,Heliocare,"HELIOCARE COMP OIL-FRE 10G CJx1UN, LIGHT",336,925,673,925,"1,178",336,"1,094",673,841,841,"7,403","32,052","27,677","31,126","32,556","25,322","22,630","19,769","26,583","24,396","27,761","27,172","28,771","41,389","33,650","55,691","41,642","6,982","7,487","9,674","11,946","8,160","10,263","15,647","18,935","27,379","22,766","14,800","20,406","20,955","14,598","19,681","24,761","24,235","31,896","37,984","35,973","46,748","42,389","47,899","47,443","35,832","38,446","34,456","39,590","35,251","33,501","50,930","51,637","51,921","40,926","37,836",90288,78762
FOTOPROTECTOR,Sun Face,Heliocare,"HELIOCARE COMP OIL-FRE 10G CJx1UND, FAIR",,,,,,,,,,589,"5,383","8,159","9,673","8,075","8,664","9,337","7,234","8,327","8,495","9,252","9,841","10,262","8,916","11,692","9,084","16,739","11,692","1,935","2,692","3,533","4,794","3,365","4,290","5,299","7,832","9,298","8,761","6,215","9,223","9,143","5,322","9,405","10,022","9,233","9,273","8,598","9,419","9,675","4,683","3,139","5,192","9,805","14,566","14,986","17,398","16,017","19,246","22,436","20,871","25,751","14,713","11,944",7822,26657
FOTOPROTECTOR,Sun Face,Heliocare,"HELIOCARE COMP SPF50 10G CJAx1UND, BROWN",,,,,,,,,,,"1,264","1,854","3,707","3,202","2,612","2,022","1,264","1,095","2,106","2,443","1,854","1,685","2,443","2,696","3,454","4,550","2,191",843,590,843,"1,432",674,"1,095","1,938","2,277","2,105","1,902",904,"1,330","1,360",713,"1,208","1,775","2,278","2,654","4,099","3,734","4,022","3,910","5,203","3,966","4,275","2,949","1,412","1,402","1,365","1,842","2,728","2,652","2,622","1,964",642,9113,2606
FOTOPROTECTOR,Sun Face,Heliocare,"HELIOCARE COMP SPF50 10G CJAx1UND, LIGHT",,,,,,,,,,764,"6,193","9,417","10,011","9,671","10,859","9,247","8,144","7,635","9,841","9,247","8,823","9,756","9,078","11,623","10,859","16,713","5,430","2,884","2,969","2,884","5,005","3,054","3,393","5,005","9,110","10,486","9,513","7,590","8,533","6,935","6,691","5,928","8,121","9,702","10,875","17,034","13,209","14,401","12,636","8,353","8,968","7,795","7,474","9,739","9,566","8,486","9,979","15,538","11,566","18,973","17,037","11,739",20989,28776
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE CR 360 F F50  50 ML X 1,"14,511","12,459","10,180","9,800","8,053","6,761","8,965","11,624","10,712","19,221","12,991","21,120","18,005","15,346","10,636","12,839","16,106","10,940","11,700","10,712","15,802","20,284","18,081","12,459","14,511","10,180","6,002","3,343","4,330","6,306","7,673","7,141","10,408","10,332","10,540","11,342","10,467","7,257","9,807","7,553","7,644","6,971","12,552","8,815","7,000","6,295","4,572","4,020","3,590","2,941","9,572","11,182","12,933","13,460","12,901","13,615","13,272","18,570","19,089","13,235","8,757","8,525",6531,17282
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE CREMA SPF50  50 ML X 1,"9,143","8,199","8,258","7,550","15,278","11,857","22,592","19,289","14,275","17,932","15,809","12,033","5,486","6,489","7,020","6,961","6,961","8,022","9,143","14,924","13,331","20,469","14,157","9,497","8,199","6,076","3,893","2,183","2,831","1,888","4,188","3,657","3,362","4,955","4,943","5,634","4,791","3,328","3,512","3,350","4,374","2,875","5,362","7,190","6,745","9,194","9,439","7,272","9,292","7,418","5,915","4,425","8,009","5,981","7,744","9,127","7,196","4,190","1,182",842,455,962,16710,1417
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE F M T360 F50  50 ML X 1,"42,506","33,161","31,011","22,163","18,855","13,066","17,284","20,426","20,840","33,906","25,967","45,152","35,560","34,402","22,411","24,644","21,253","8,352","14,389","11,495","14,885","16,209","22,493","15,630","16,126","12,735","7,195","3,721","3,804","5,293","6,781","4,548","6,616","7,773","11,086","12,143","13,303","7,580","9,104","7,262","6,905","5,645","9,073","7,748","6,614","7,706","4,261","3,635","4,402","3,656","1,160","1,054","1,488","2,536","10,573","9,461","13,065","14,202","17,329","12,121","9,707","4,053",8058,13760
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE GC O/F B F50  10 G X 1,"43,687","33,308","35,244","30,674","29,047","21,146","25,019","24,245","29,435","29,667","26,569","32,765","29,202","23,780","27,885","28,660","30,829","14,795","20,992","15,957","22,153","29,125","29,899","36,561","38,188","37,026","14,175","5,964","2,866","3,873","5,732","5,732","6,119","7,126","9,329","11,167","9,534","6,297","9,169","7,292","6,135","5,848","8,907","8,425","8,072","9,852","7,762","12,160","12,924","11,030","9,714","9,596","10,422","9,494","11,541","11,455","9,119","13,685","11,483","10,587","6,290","8,078",23954,14368
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE GC O/F L F50  10 G X 1,"251,584","211,340","205,580","183,317","183,084","128,205","158,953","155,372","192,347","202,622","171,796","225,118","186,042","159,731","157,551","179,269","203,789","107,966","135,600","114,583","143,229","177,012","202,310","239,830","223,950","243,722","85,392","43,436","48,028","40,400","48,417","48,962","49,274","64,609","67,501","91,116","78,365","47,475","65,225","49,953","51,735","38,512","65,289","66,892","71,381","82,692","67,869","88,054","72,740","88,423","98,871","70,212","66,261","62,876","73,741","73,495","84,408","100,985","91,409","119,748","94,222","124,785",161163,219007
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE GCR BROWN  50 ML X 1,"13,548","9,380","10,199","9,752","10,050","7,295","8,189","10,496","11,092","15,261","13,251","12,208","11,687","7,816","9,826","6,998","7,891","4,988","8,412","7,667","8,784","12,283","13,176","9,231","12,655","9,082","5,136","2,159","1,266","2,754","3,424","2,829","3,275","4,764","4,864","4,766","5,896","4,099","4,032","3,636","3,821","3,989","4,400","3,652","3,383","1,398",854,359,179,768,"5,960","4,660","3,465","4,629","6,145","5,280","8,545","4,763","2,074","1,563","1,321",367,947,1688
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE GCR LIGHT  50 ML X 1,"38,534","31,487","31,487","30,063","35,835","23,615","29,313","26,464","31,937","40,558","19,642","15,519","12,595","23,840","24,365","19,642","22,266","22,191","26,089","22,791","16,643","30,663","32,537","27,364","23,241","21,141","12,070","7,422","8,322","8,472","11,770","10,646","8,996","15,219","14,982","18,280","14,252","11,369","14,266","11,193","15,245","12,260","18,362","25,019","21,706","14,423","8,069","4,854","3,997","22,016","23,185","20,428","19,317","15,388","22,067","22,087","30,397","15,436","6,502","4,227","2,157","1,898",26013,4055
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE GCR S50 BROW  10 G X 1,"7,518","6,151","6,531","4,860","4,860","3,645","4,329","4,708","8,885","9,037","6,151","8,126","6,987","5,088","6,000","7,063","10,025","3,569","5,316","3,797","5,544","7,063","5,468","8,961","8,506","8,658","2,886","1,367","2,126","1,063","1,595","1,443","1,671","2,278","2,390","2,634","2,566","1,324","2,585","1,345","1,241","1,013","2,028","2,556","2,184","4,131","3,242","5,242","3,481","4,109","4,184","3,262","3,186","2,693","2,341","2,089","3,914","3,454","3,321","6,175","2,895","2,301",7590,5196
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE GCR S50 FAIR  10 G X 1,"66,768","55,368","54,128","52,654","50,871","31,096","41,255","45,132","53,740","56,764","50,328","58,315","47,536","42,418","46,063","51,413","53,817","29,700","38,928","32,337","42,961","49,475","52,809","58,858","55,601","58,625","21,480","15,122","13,881","14,579","16,130","16,130","21,325","25,203","27,071","32,780","28,982","22,251","24,769","17,956","24,027","19,501","28,678","28,801","29,346","38,221","34,842","41,987","32,426","20,351","19,305","29,783","32,205","29,149","33,002","33,351","40,907","47,890","41,605","49,721","29,865","21,822",52777,51687
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE GCR S50 LIGH  10 G X 1,"48,245","40,282","39,586","39,972","38,581","25,901","32,550","34,792","51,029","59,611","41,751","44,611","38,040","33,091","32,086","36,184","45,926","22,190","28,066","23,504","31,236","43,220","35,256","44,534","34,328","33,942","12,989","7,654","8,659","7,345","10,128","9,974","9,433","14,458","15,806","24,074","18,702","15,630","19,163","15,646","15,368","13,320","22,805","19,348","25,698","32,290","29,167","29,330","32,198","24,925","20,725","17,584","20,401","19,972","18,575","19,748","21,583","24,993","24,458","33,648","24,305","20,085",57123,44390
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE GEL F50 360  50 ML X 1,"63,985","48,010","47,845","43,645","34,916","26,269","32,199","36,316","33,516","64,809","48,833","84,902","69,668","60,856","48,092","42,492","46,033","28,905","28,328","20,505","27,669","51,633","55,998","51,633","53,280","59,786","21,246","15,646","11,941","18,611","24,046","23,305","37,057","50,645","51,306","51,463","54,153","32,817","44,839","34,481","20,479","12,852","29,107","56,141","53,383","40,223","17,771","18,169","23,204","63,800","66,454","49,682","31,622","36,153","38,035","51,971","50,608","63,837","68,068","67,383","41,513","31,761",87004,73274
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE GEL SEDA F30  50 ML X 1,247,247,432,309,,62,247,123,247,,123,123,62,62,62,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE GEL SPF50  50 ML X 1,"23,257","24,442","24,629","21,325","38,721","24,816","41,963","40,903","26,250","42,400","24,193","26,624","18,643","27,560","14,528","13,842","13,780","11,348","14,341","26,001","8,916","12,034","20,639","17,459","13,842","13,219","7,420","2,806","3,242","3,928","7,171","8,106","6,048","8,916","9,888","10,987","11,054","8,176","11,340","9,745","8,794","8,600","11,630","16,281","17,681","24,248","19,448","18,090","24,645","18,144","14,702","12,363","14,069","11,511","11,094","14,167","13,711","14,798","13,929","20,002","18,428","13,353",42789,31781
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE PO C360 C BE  15 G X 1,,"6,815","19,624","13,161","16,569","9,283","17,626","16,569","13,631","19,271","10,106","15,041","12,926","12,691","9,518","9,871","11,398","10,223","12,926","9,401","10,576","10,811","13,631","14,924","14,336","10,341","5,405","3,173","3,290","4,935","5,640","4,583","5,758","7,873","7,352","8,355","6,277","5,010","3,306","1,686","2,157","1,578",412,576,108,354,73,,,231,,,,,,,,,,,,,231,0
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE ULTR CR S90  50 ML X 1,"60,032","46,661","40,516","37,073","34,507","30,928","33,966","35,587","50,443","49,227","27,551","28,226","35,114","33,899","32,683","25,188","27,484","24,512","30,320","37,275","14,586","16,004","33,291","29,172","28,091","24,040","14,046","5,335","5,740","9,184","9,184","8,306","9,859","16,139","17,276","19,642","18,248","12,341","16,466","11,359","13,068","11,490","17,826","22,185","21,836","28,461","25,594","24,323","31,603","28,240","18,444","19,581","18,309","14,481","19,739","20,982","21,370","25,158","25,556","29,739","16,902","17,991",59843,34893
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE ULTRA CREMA SPF90 TBOx50ML,,,,,,,,,,,"1,919","11,310","18,371","8,020","7,814","7,609","6,512","6,443","8,157","6,238","8,294","9,597","7,952","10,762","10,008","12,613","10,968","3,427","3,633","3,976","4,867","3,633","3,085","5,141","7,257","7,814","7,798","5,541","6,630","5,083","4,246","5,850","5,749","9,333","11,584","14,150","9,957","12,651","13,437","11,738","11,480","10,929","8,607","7,960","9,131","10,845","12,026","12,517","15,588","12,266","11,689","9,090",25175,20779
FOTOPROTECTOR,Sun Face,Heliocare,HELIOCARE ULTRA GEL SPF90 TBOx50ML,,,,,,,,,,,"5,077","37,231","52,250","20,590","14,667","12,340","10,436","9,378","11,917","9,308","9,378","12,128","14,103","20,660","18,827","29,475","26,160","5,923","5,147","6,346","8,250","5,571","7,897","10,506","14,239","16,661","16,028","10,456","14,486","12,624","9,448","10,731","13,695","18,549","13,393","21,250","13,409","17,636","12,088","17,241","19,333","15,369","15,769","14,995","15,433","18,068","15,830","23,906","23,298","44,816","22,367","26,561",29329,48928
FOTOPROTECTOR,Sun Face,Hyseac,HYSEAC FLU SOLA F50  50 ML X 1,,,,,,,,,,,,,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Isdin,ERYFOTONA AK CREM  50 ML X 1,"38,724","36,293","31,520","29,809","26,567","16,931","22,694","27,647","44,308","44,308","29,628","40,615","39,625","25,576","33,141","33,861","31,880","22,604","28,638","26,206","27,017","35,122","31,610","41,786","53,763","44,398","21,253","5,403","11,617","9,183","11,617","12,878","17,651","22,514","27,857","33,109","28,606","20,118","26,913","17,622","17,895","16,768","21,589","29,463","29,741","39,489","39,681","44,131","35,920","38,740","39,797","36,741","35,370","37,532","33,485","35,421","39,167","46,463","46,804","47,595","66,678","62,033",74660,128711
FOTOPROTECTOR,Sun Face,Isdin,ERYFOTONA AK-NMSC CR FPS100 TBOx50ML,"8,104","8,657","7,275","7,460","5,894","5,249","6,907","8,104","8,381","9,209","9,486","10,315","11,235","10,038","7,552","6,815","6,723","6,631","5,526","6,723","5,434","7,920","6,262","7,275","10,038","6,262","4,052","1,474","1,934","2,302","2,579","3,039","2,487","2,855","1,530","1,656","1,052",508,908,650,255,264,507,94,94,,,,,,94,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Isdin,ERYFOTONA AK-NMSC FLUID SPF 99 FCOx50ML,"22,001","18,452","18,807","17,831","15,879","11,976","17,033","15,968","18,186","21,025","22,444","31,670","30,872","25,815","26,347","21,823","19,162","15,968","24,573","21,468","27,057","28,299","35,662","41,074","43,735","38,235","20,759","7,363","9,581","9,226","13,041","11,710","18,008","22,976","26,311","35,112","32,165","19,247","28,220","18,082","18,734","17,076","23,110","24,275","26,760","32,650","32,173","42,284","33,582","33,486","39,513","32,206","35,393","28,760","35,409","30,871","33,056","40,942","47,919","60,916","55,045","63,032",67068,118077
FOTOPROTECTOR,Sun Face,Isdin,FOT ULT ISDIN AGE REP COLOR SFF50 FC 50M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,665","63,260","36,912","60,001","53,748","46,129","46,199","56,313","79,661","76,458","81,328","101,983","111,935","122,713","114,695","98,920",96913,213615
FOTOPROTECTOR,Sun Face,Isdin,FOTO ULT ISDIN AGE REPAIR SFF50 FCx50ML,,,,,,,,,"15,893","37,665","29,644","42,088","42,052","39,715","46,186","28,552","25,195","23,892","25,573","34,457","64,618","55,772","16,750","21,201","66,220","105,470","58,293","24,500","37,444","42,920","83,839","90,147","107,067","143,583","141,018","162,598","144,423","49,304","104,074","84,302","114,850","79,233","113,392","122,029","137,783","170,944","164,406","215,475","222,054","216,867","205,696","197,945","136,990","140,918","184,118","178,865","200,612","209,720","228,425","277,863","262,961","287,627",438921,550588
FOTOPROTECTOR,Sun Face,Isdin,FOTOP ISD FUS WAT COL BRONZ SPF5O F 50ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,"24,211","18,113","27,027","29,661","29,938","23,903","30,471",0,54374
FOTOPROTECTOR,Sun Face,Isdin,FOTOP ISD FUS WAT COL LIGHT SPF5O F 50ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,790","112,791","132,585","181,126","229,081","212,382","184,476","222,723",0,407199
FOTOPROTECTOR,Sun Face,Isdin,FOTOP ISDIN UV MINERAL BRUSH SPF50 FCO2G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,062","56,121","69,113","86,110","67,849","69,625","60,421","81,186","103,615","138,216","156,925","102,396","39,669","10,908","3,513",125234,14421
FOTOPROTECTOR,Sun Face,Isdin,FOTOP ISDIN  WATER COL50+MICEL 100ML PAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,428","85,337","60,206","74,216","71,051","114,375","48,098","26,931","13,552","6,208","4,439","2,309","1,263",430,533,145543,963
FOTOPROTECTOR,Sun Face,Isdin,"FOTOP.ISDIN FUS WAT SPF50+AMP, PACKx2UN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,702","220,162","88,257","179,327","155,712","185,500","171,198","177,096","149,035","60,842","33,499","16,525","17,825","11,771","8,632","6,763","4,866","2,574","2,308","1,705",348294,4013
FOTOPROTECTOR,Sun Face,Isdin,FOTOP.ISDIN FUSION FL.COLOR 50+ FCOx50ML,"11,216","11,692","47,518","8,443","8,533","6,401","9,092","21,660","23,168","6,968","6,487","7,741","9,736","7,576","6,375","5,456","5,837","4,961","3,878","3,436","4,271","2,995","2,022","1,856","1,532",738,414,159,166,331,317,248,573,"1,153",406,194,346,67,101,83,70,,,,,,,,,,,,,,,,,,,,,,0,0
FOTOPROTECTOR,Sun Face,Isdin,FOTOP.ISDIN FUSION FL.MINER 50+ FC0x50ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,565","2,922","4,923","2,635",0,7558
FOTOPROTECTOR,Sun Face,Isdin,FOTOP.ISDIN FUSION WATER FPS50+ FCOx50ML,"226,619","180,938","185,805","161,540","161,540","123,989","161,282","180,351","224,930","257,112","256,468","355,991","356,163","334,446","292,000","225,861","201,896","182,713","234,837","241,651","264,871","303,939","362,734","442,831","465,522","402,961","220,149","83,776","102,401","143,774","229,497","268,321","341,089","483,273","463,512","514,863","593,367","418,517","505,645","369,230","378,889","311,694","415,677","235,288","356,452","400,587","398,705","439,517","451,751","452,686","477,116","509,235","394,192","404,099","543,244","620,037","709,320","909,247","996,485","1,093,535","1,180,836","1,147,199",904437,2328035
